unit,cycle,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
2,191,0.0017,-0.0002,100.0,518.67,642.45,1594.78,1394.82,14.62,21.6,558.96,2388.06,9072.13,1.31,47.5,526.83,2388.11,8153.64,8.3608,0.03,393,2388,100.0,39.24,23.6492
2,192,0.0006,0.0005,100.0,518.67,642.51,1585.4,1404.65,14.62,21.6,559.09,2388.14,9071.45,1.3,47.35,526.8,2388.15,8150.41,8.3367,0.03,393,2388,100.0,39.1,23.6527
2,193,-0.0007,0.0001,100.0,518.67,642.18,1586.9,1400.35,14.62,21.6,558.92,2388.17,9072.68,1.3,47.27,526.36,2388.09,8147.93,8.3571,0.03,393,2388,100.0,39.21,23.5487
2,194,-0.0012,-0.0003,100.0,518.67,641.99,1583.48,1405.37,14.62,21.6,559.74,2388.15,9073.2,1.31,47.52,527.09,2388.14,8153.73,8.3322,0.03,393,2388,100.0,39.19,23.5015
2,195,-0.0014,-0.0002,100.0,518.67,642.44,1584.06,1410.11,14.62,21.6,559.63,2388.16,9071.2,1.31,47.37,527.14,2388.15,8145.77,8.3196,0.03,393,2388,100.0,39.29,23.4837
2,196,-0.0012,-0.0002,100.0,518.67,642.56,1586.46,1404.48,14.62,21.61,558.88,2388.13,9072.07,1.31,47.53,527.16,2388.18,8154.27,8.3112,0.03,391,2388,100.0,39.26,23.4948
2,197,0.0022,-0.0004,100.0,518.67,642.52,1585.93,1405.8,14.62,21.6,559.33,2388.14,9074.85,1.3,47.59,527.34,2388.2,8153.35,8.3712,0.03,392,2388,100.0,39.39,23.5723
2,198,-0.0013,-0.0003,100.0,518.67,643.02,1589.01,1405.54,14.62,21.6,559.22,2388.12,9074.26,1.3,47.18,526.82,2388.16,8152.25,8.3396,0.03,393,2388,100.0,39.25,23.537
2,199,-0.0012,-0.0003,100.0,518.67,642.35,1584.35,1403.33,14.62,21.6,558.97,2388.14,9073.55,1.31,47.43,526.49,2388.1,8152.8,8.3579,0.03,393,2388,100.0,39.25,23.4711
2,200,0.0035,-0.0004,100.0,518.67,641.55,1589.94,1408.64,14.62,21.6,560.44,2388.19,9078.76,1.3,47.59,526.81,2388.17,8155.95,8.3036,0.03,392,2388,100.0,39.35,23.5462
2,201,0.002,0.0,100.0,518.67,642.33,1581.03,1399.81,14.62,21.6,558.95,2388.19,9080.01,1.31,47.45,527.17,2388.18,8150.7,8.3116,0.03,393,2388,100.0,39.3,23.5675
2,202,-0.0003,-0.0003,100.0,518.67,642.76,1591.07,1400.88,14.62,21.6,559.64,2388.19,9078.57,1.31,47.59,527.13,2388.21,8150.53,8.3472,0.03,392,2388,100.0,39.31,23.4934
2,203,-0.0025,0.0002,100.0,518.67,642.24,1586.97,1412.54,14.62,21.6,560.05,2388.19,9073.89,1.31,47.32,527.61,2388.17,8147.81,8.3459,0.03,393,2388,100.0,39.3,23.567
2,204,-0.0031,-0.0001,100.0,518.67,642.06,1592.32,1404.27,14.62,21.6,560.12,2388.2,9078.67,1.3,47.36,527.44,2388.17,8153.54,8.314,0.03,393,2388,100.0,39.41,23.6011
2,205,0.0015,0.0005,100.0,518.67,642.81,1587.99,1403.42,14.62,21.6,560.27,2388.19,9078.19,1.31,47.36,528.28,2388.16,8154.3,8.3084,0.03,392,2388,100.0,39.23,23.6431
2,206,0.0004,0.0001,100.0,518.67,642.12,1596.79,1401.33,14.62,21.6,559.95,2388.21,9079.72,1.3,47.55,527.53,2388.18,8153.5,8.3367,0.03,393,2388,100.0,39.21,23.5381
2,207,0.0012,0.0004,100.0,518.67,642.91,1589.68,1405.98,14.62,21.6,560.01,2388.22,9077.34,1.3,47.5,527.91,2388.16,8154.19,8.3498,0.03,394,2388,100.0,39.23,23.6646
3,1,0.0007,-0.0004,100.0,518.67,642.11,1579.97,1394.87,14.62,21.61,554.34,2388.01,9059.78,1.3,47.11,521.93,2388.01,8138.45,8.3616,0.03,391,2388,100.0,38.94,23.4128
3,2,-0.0021,0.0001,100.0,518.67,642.07,1583.55,1389.39,14.62,21.61,554.2,2388.0,9060.76,1.3,47.13,523.02,2387.99,8138.2,8.3979,0.03,390,2388,100.0,39.06,23.3874
3,3,0.0028,0.0005,100.0,518.67,641.87,1585.25,1395.06,14.62,21.61,554.52,2388.04,9059.07,1.3,47.08,522.91,2388.0,8142.06,8.4006,0.03,391,2388,100.0,39.09,23.4251
3,4,-0.0026,-0.0005,100.0,518.67,642.26,1592.96,1396.53,14.62,21.6,554.45,2387.99,9054.5,1.3,47.23,522.59,2387.96,8147.04,8.387,0.03,392,2388,100.0,38.99,23.5181
3,5,-0.0046,0.0003,100.0,518.67,641.44,1579.7,1396.13,14.62,21.61,554.71,2388.03,9061.84,1.3,47.06,522.4,2387.98,8145.03,8.4025,0.03,391,2388,100.0,39.02,23.442
3,6,0.0007,0.0002,100.0,518.67,642.12,1582.32,1405.32,14.62,21.6,554.47,2388.04,9060.21,1.3,47.27,522.18,2387.99,8149.87,8.4071,0.03,389,2388,100.0,39.2,23.3122
3,7,-0.0003,0.0004,100.0,518.67,642.18,1579.67,1395.02,14.62,21.61,554.81,2388.0,9061.66,1.3,47.11,522.56,2387.95,8142.38,8.4119,0.03,392,2388,100.0,39.19,23.5066
3,8,-0.0007,-0.0004,100.0,518.67,641.49,1584.37,1390.57,14.62,21.61,555.22,2387.99,9064.88,1.3,47.08,522.58,2387.98,8146.6,8.3708,0.03,392,2388,100.0,39.11,23.4442
3,9,0.0026,-0.0001,100.0,518.67,642.06,1582.12,1393.21,14.62,21.61,554.54,2387.99,9057.7,1.3,47.12,522.7,2388.01,8147.92,8.4223,0.03,391,2388,100.0,39.01,23.5279
3,10,0.0003,-0.0002,100.0,518.67,642.38,1588.01,1388.7,14.62,21.6,554.07,2388.04,9065.06,1.3,47.04,522.56,2387.99,8143.43,8.3768,0.03,391,2388,100.0,39.06,23.5633
3,11,0.0001,-0.0002,100.0,518.67,642.12,1585.84,1394.72,14.62,21.6,554.2,2388.0,9062.02,1.3,47.19,522.6,2388.03,8149.76,8.367,0.03,391,2388,100.0,39.13,23.536
3,12,-0.0005,0.0001,100.0,518.67,641.71,1582.26,1395.25,14.62,21.61,554.46,2387.94,9054.16,1.3,47.22,522.57,2387.99,8141.9,8.3733,0.03,392,2388,100.0,39.24,23.4161
3,13,0.0006,-0.0004,100.0,518.67,641.77,1582.68,1396.21,14.62,21.61,554.39,2388.02,9055.45,1.3,47.27,522.85,2387.97,8148.26,8.3879,0.03,391,2388,100.0,38.72,23.4632
3,14,-0.0018,0.0004,100.0,518.67,641.79,1582.69,1391.24,14.62,21.6,554.7,2387.91,9055.1,1.3,47.08,522.34,2388.03,8144.76,8.3673,0.03,392,2388,100.0,38.85,23.51
3,15,-0.0035,0.0004,100.0,518.67,642.44,1586.37,1392.21,14.62,21.61,554.99,2387.97,9063.27,1.3,46.98,522.29,2387.99,8145.0,8.3826,0.03,391,2388,100.0,39.02,23.6056
3,16,0.0036,0.0003,100.0,518.67,642.23,1580.88,1400.78,14.62,21.61,554.97,2387.97,9059.98,1.3,47.23,522.22,2387.98,8143.46,8.3976,0.03,390,2388,100.0,38.95,23.4142
3,17,-0.0002,-0.0004,100.0,518.67,642.07,1588.15,1388.92,14.62,21.61,554.18,2387.98,9059.89,1.3,47.07,521.92,2388.0,8142.82,8.385,0.03,394,2388,100.0,39.14,23.4786
3,18,-0.0011,0.0003,100.0,518.67,642.41,1585.69,1399.56,14.62,21.61,555.42,2388.01,9062.71,1.3,47.15,522.33,2387.99,8148.95,8.4348,0.03,393,2388,100.0,39.1,23.51
3,19,-0.0006,0.0003,100.0,518.67,641.74,1582.32,1397.49,14.62,21.61,554.56,2387.97,9062.12,1.3,47.16,522.53,2388.03,8145.78,8.3855,0.03,391,2388,100.0,38.93,23.311
3,20,0.0014,-0.0003,100.0,518.67,642.13,1575.64,1395.96,14.62,21.61,554.4,2387.98,9062.58,1.3,47.18,522.66,2387.98,8141.95,8.3918,0.03,391,2388,100.0,39.01,23.4029
3,21,0.0007,0.0,100.0,518.67,642.27,1582.2,1392.67,14.62,21.61,555.02,2388.01,9061.9,1.3,47.18,522.0,2388.02,8142.41,8.3661,0.03,390,2388,100.0,39.09,23.3972
3,22,0.0059,-0.0004,100.0,518.67,642.26,1577.39,1392.41,14.62,21.61,554.28,2387.99,9062.3,1.3,47.15,523.03,2388.04,8140.07,8.4049,0.03,392,2388,100.0,39.11,23.4425
3,23,0.0002,0.0005,100.0,518.67,642.34,1579.2,1402.09,14.62,21.61,553.89,2388.01,9061.66,1.3,47.3,522.45,2388.02,8143.72,8.4015,0.03,392,2388,100.0,38.85,23.4129
3,24,0.0,0.0003,100.0,518.67,642.49,1580.81,1399.24,14.62,21.61,554.59,2387.99,9057.34,1.3,47.14,522.4,2388.01,8141.33,8.3908,0.03,391,2388,100.0,39.12,23.496
3,25,-0.0019,-0.0002,100.0,518.67,642.02,1579.57,1399.89,14.62,21.6,554.3,2388.0,9059.44,1.3,47.15,522.0,2388.04,8143.8,8.378,0.03,391,2388,100.0,38.99,23.4081
3,26,0.0003,-0.0003,100.0,518.67,642.34,1575.34,1400.56,14.62,21.61,555.03,2388.01,9061.57,1.3,47.23,522.23,2388.07,8144.83,8.375,0.03,392,2388,100.0,39.07,23.4525
3,27,0.0007,-0.0003,100.0,518.67,642.21,1577.28,1391.73,14.62,21.61,554.37,2388.03,9062.09,1.3,47.23,521.96,2388.0,8143.69,8.3684,0.03,391,2388,100.0,39.07,23.4863
3,28,0.0005,0.0,100.0,518.67,642.4,1577.22,1398.0,14.62,21.61,553.9,2387.96,9058.03,1.3,47.35,522.26,2387.91,8141.01,8.4101,0.03,393,2388,100.0,38.98,23.4066
3,29,-0.004,0.0002,100.0,518.67,642.5,1590.27,1400.51,14.62,21.61,554.39,2388.03,9064.71,1.3,47.09,522.7,2387.98,8145.2,8.3791,0.03,390,2388,100.0,39.13,23.386
3,30,0.0008,0.0004,100.0,518.67,642.41,1583.36,1396.37,14.62,21.61,554.63,2388.01,9059.38,1.3,47.36,522.91,2388.01,8140.94,8.3699,0.03,390,2388,100.0,38.9,23.511
3,31,-0.0012,0.0003,100.0,518.67,642.22,1584.78,1392.17,14.62,21.6,555.05,2387.95,9055.24,1.3,47.1,521.84,2387.99,8142.96,8.4018,0.03,392,2388,100.0,39.06,23.4908
3,32,-0.0013,0.0,100.0,518.67,642.24,1583.47,1395.45,14.62,21.61,554.45,2388.0,9061.87,1.3,47.13,522.91,2388.02,8146.03,8.3814,0.03,390,2388,100.0,39.07,23.3714
3,33,0.002,0.0005,100.0,518.67,642.14,1583.99,1394.12,14.62,21.6,554.52,2388.03,9059.16,1.3,47.11,521.95,2387.94,8144.33,8.3841,0.03,392,2388,100.0,39.06,23.4514
3,34,-0.0037,-0.0001,100.0,518.67,642.29,1584.34,1397.65,14.62,21.61,554.39,2388.0,9068.17,1.3,47.0,522.5,2387.98,8148.99,8.4246,0.03,391,2388,100.0,39.0,23.4419
3,35,0.0032,0.0003,100.0,518.67,642.34,1588.53,1400.91,14.62,21.61,554.42,2388.06,9055.09,1.3,47.27,522.26,2387.99,8139.54,8.384,0.03,391,2388,100.0,39.05,23.3629
3,36,0.0011,0.0001,100.0,518.67,642.01,1581.73,1395.32,14.62,21.61,554.89,2388.03,9060.8,1.3,47.24,522.08,2387.96,8142.27,8.4197,0.03,390,2388,100.0,38.96,23.4717
3,37,-0.0008,-0.0001,100.0,518.67,642.07,1584.41,1394.58,14.62,21.61,555.24,2387.98,9066.77,1.3,47.11,522.53,2387.94,8145.77,8.3673,0.03,390,2388,100.0,38.92,23.4963
3,38,-0.0008,0.0005,100.0,518.67,642.02,1583.15,1400.22,14.62,21.61,555.22,2387.94,9063.07,1.3,47.1,522.09,2388.0,8143.84,8.3835,0.03,393,2388,100.0,39.17,23.4473
3,39,0.0025,-0.0001,100.0,518.67,641.8,1581.63,1397.28,14.62,21.61,554.64,2387.95,9057.44,1.3,47.05,522.05,2387.95,8146.42,8.4262,0.03,392,2388,100.0,38.93,23.4327
3,40,-0.0015,-0.0004,100.0,518.67,642.2,1581.93,1394.42,14.62,21.61,554.43,2388.0,9067.6,1.3,47.3,522.68,2388.03,8144.08,8.3606,0.03,392,2388,100.0,39.23,23.4247
3,41,0.0041,0.0004,100.0,518.67,642.04,1587.18,1393.84,14.62,21.61,553.98,2388.02,9066.14,1.3,47.19,522.1,2387.96,8144.68,8.4247,0.03,392,2388,100.0,38.99,23.4908
3,42,0.0014,-0.0003,100.0,518.67,641.76,1587.25,1400.27,14.62,21.61,554.63,2388.0,9066.19,1.3,47.07,522.62,2387.98,8148.6,8.4017,0.03,392,2388,100.0,38.95,23.5033
3,43,0.0,0.0005,100.0,518.67,642.2,1581.76,1397.11,14.62,21.61,554.47,2387.95,9065.09,1.3,47.07,522.07,2387.98,8146.06,8.4267,0.03,391,2388,100.0,39.03,23.3639
3,44,-0.0018,-0.0004,100.0,518.67,642.29,1588.42,1397.42,14.62,21.61,554.51,2387.98,9065.43,1.3,47.08,523.12,2388.01,8142.66,8.3645,0.03,390,2388,100.0,38.89,23.4215
3,45,-0.0009,-0.0004,100.0,518.67,641.91,1580.57,1390.09,14.62,21.61,554.79,2387.98,9064.28,1.3,47.07,522.55,2387.97,8146.11,8.3959,0.03,392,2388,100.0,39.03,23.3793
3,46,0.0008,-0.0005,100.0,518.67,641.4,1585.52,1400.63,14.62,21.6,555.0,2388.02,9063.91,1.3,47.06,522.59,2388.04,8137.94,8.4121,0.03,392,2388,100.0,38.89,23.3704
3,47,0.0021,-0.0004,100.0,518.67,641.83,1578.66,1397.39,14.62,21.61,554.75,2387.98,9064.98,1.3,47.26,522.34,2387.98,8147.36,8.4121,0.03,391,2388,100.0,39.0,23.3988
3,48,0.0033,0.0003,100.0,518.67,641.97,1578.37,1386.06,14.62,21.61,554.97,2387.98,9064.43,1.3,47.34,522.54,2387.96,8149.52,8.415,0.03,392,2388,100.0,39.05,23.4091
3,49,-0.0005,-0.0004,100.0,518.67,642.09,1586.75,1401.06,14.62,21.61,555.44,2388.01,9056.77,1.3,47.15,522.78,2388.0,8140.44,8.3975,0.03,390,2388,100.0,39.02,23.3436
3,50,0.002,-0.0002,100.0,518.67,641.86,1579.17,1395.09,14.62,21.61,554.84,2387.98,9059.79,1.3,47.36,522.36,2388.0,8142.92,8.3893,0.03,392,2388,100.0,39.12,23.4558
3,51,0.0023,0.0002,100.0,518.67,641.77,1583.21,1392.33,14.62,21.61,554.63,2387.99,9062.39,1.3,46.97,522.71,2388.01,8138.03,8.3663,0.03,393,2388,100.0,38.81,23.4349
3,52,0.0021,0.0004,100.0,518.67,642.17,1586.14,1404.07,14.62,21.61,554.79,2388.0,9060.91,1.3,47.24,522.34,2388.01,8142.61,8.4247,0.03,393,2388,100.0,38.87,23.4592
3,53,-0.0021,0.0001,100.0,518.67,641.6,1583.85,1401.5,14.62,21.61,553.51,2387.96,9057.85,1.3,47.32,522.64,2387.97,8148.85,8.4177,0.03,393,2388,100.0,39.11,23.4214
3,54,0.0015,0.0004,100.0,518.67,642.49,1584.43,1396.61,14.62,21.6,554.54,2387.96,9059.81,1.3,47.13,522.96,2388.03,8142.81,8.3463,0.03,392,2388,100.0,39.07,23.3727
3,55,-0.0015,-0.0001,100.0,518.67,641.86,1581.87,1393.26,14.62,21.61,554.46,2387.94,9066.08,1.3,47.18,522.62,2388.01,8144.05,8.4024,0.03,391,2388,100.0,39.01,23.4786
3,56,0.0014,-0.0005,100.0,518.67,641.98,1584.91,1400.98,14.62,21.61,555.15,2387.96,9066.8,1.3,47.11,522.06,2388.04,8144.07,8.36,0.03,392,2388,100.0,38.87,23.4502
3,57,0.001,-0.0002,100.0,518.67,642.14,1585.52,1394.49,14.62,21.61,554.86,2387.98,9063.67,1.3,47.2,522.53,2387.96,8151.4,8.3921,0.03,391,2388,100.0,38.9,23.3519
3,58,0.0003,-0.0,100.0,518.67,642.58,1585.05,1394.5,14.62,21.6,554.74,2387.98,9056.0,1.3,47.12,522.45,2387.94,8146.78,8.404,0.03,391,2388,100.0,39.02,23.4715
3,59,-0.0001,0.0003,100.0,518.67,641.87,1584.32,1392.37,14.62,21.61,554.52,2388.02,9059.83,1.3,47.2,522.4,2388.02,8144.32,8.3916,0.03,390,2388,100.0,38.96,23.5729
3,60,-0.0016,0.0004,100.0,518.67,642.08,1581.58,1399.43,14.62,21.6,554.55,2388.02,9061.85,1.3,47.29,522.44,2388.01,8140.34,8.3676,0.03,392,2388,100.0,38.99,23.4217
3,61,-0.0006,-0.0003,100.0,518.67,641.75,1583.04,1400.2,14.62,21.61,554.71,2388.02,9061.1,1.3,47.2,522.3,2388.07,8142.83,8.3955,0.03,392,2388,100.0,38.83,23.4619
3,62,0.0016,-0.0003,100.0,518.67,641.91,1595.88,1395.55,14.62,21.6,554.7,2387.95,9065.17,1.3,47.07,522.02,2387.99,8146.16,8.3929,0.03,390,2388,100.0,39.05,23.3655
3,63,0.0003,-0.0005,100.0,518.67,641.96,1584.38,1404.26,14.62,21.61,554.56,2387.97,9069.16,1.3,47.18,522.42,2387.95,8141.55,8.3933,0.03,392,2388,100.0,39.09,23.4355
3,64,-0.001,0.0001,100.0,518.67,641.63,1584.06,1395.6,14.62,21.61,554.82,2387.94,9066.37,1.3,47.02,522.29,2388.01,8144.88,8.3902,0.03,391,2388,100.0,38.94,23.5082
3,65,-0.0029,0.0002,100.0,518.67,641.19,1589.87,1393.76,14.62,21.61,554.55,2387.94,9058.62,1.3,47.28,523.46,2387.98,8152.27,8.3894,0.03,391,2388,100.0,39.07,23.4697
3,66,-0.0011,0.0002,100.0,518.67,642.59,1578.35,1395.3,14.62,21.61,553.67,2388.06,9076.28,1.3,47.0,522.91,2387.98,8145.83,8.4134,0.03,392,2388,100.0,39.13,23.3378
3,67,-0.0013,-0.0002,100.0,518.67,641.89,1587.93,1396.21,14.62,21.61,554.92,2388.04,9063.84,1.3,47.22,522.06,2387.99,8145.84,8.3715,0.03,389,2388,100.0,39.14,23.4654
3,68,-0.0024,0.0002,100.0,518.67,642.25,1582.12,1393.79,14.62,21.61,553.9,2388.02,9064.17,1.3,47.26,522.17,2387.97,8146.02,8.4087,0.03,391,2388,100.0,38.97,23.3933
3,69,-0.0005,-0.0,100.0,518.67,642.04,1586.56,1403.52,14.62,21.61,554.14,2388.0,9066.18,1.3,47.21,522.29,2387.98,8149.25,8.3927,0.03,391,2388,100.0,39.01,23.2123
3,70,0.0008,-0.0,100.0,518.67,641.96,1588.71,1404.32,14.62,21.61,555.2,2388.0,9075.06,1.3,47.29,522.25,2388.01,8152.28,8.3963,0.03,392,2388,100.0,38.93,23.3537
4,1,-0.0,-0.0005,100.0,518.67,641.84,1581.6,1392.76,14.62,21.58,552.6,2387.96,9051.83,1.3,47.24,521.77,2387.95,8131.19,8.3948,0.03,390,2388,100.0,39.06,23.4527
4,2,0.0001,-0.0005,100.0,518.67,642.09,1584.44,1395.53,14.62,21.58,552.75,2387.91,9043.05,1.3,47.07,520.71,2387.98,8130.96,8.4239,0.03,392,2388,100.0,38.93,23.3763
4,3,0.0035,-0.0003,100.0,518.67,641.86,1589.67,1388.24,14.62,21.59,553.69,2387.97,9045.46,1.3,47.05,521.31,2387.89,8128.97,8.4158,0.03,390,2388,100.0,39.01,23.4058
4,4,0.0005,0.0003,100.0,518.67,641.95,1583.96,1381.06,14.62,21.58,553.24,2387.89,9042.74,1.3,46.78,521.38,2387.94,8135.69,8.3655,0.03,392,2388,100.0,39.02,23.2559
4,5,0.0021,0.0001,100.0,518.67,641.62,1579.17,1388.73,14.62,21.58,553.26,2387.95,9052.36,1.3,46.88,520.98,2387.89,8132.36,8.4117,0.03,390,2388,100.0,38.84,23.3311
4,6,0.0021,0.0002,100.0,518.67,641.47,1577.16,1393.73,14.62,21.59,553.37,2387.93,9051.71,1.3,47.1,520.8,2387.95,8132.71,8.3843,0.03,392,2388,100.0,38.97,23.4533
4,7,0.0005,0.0004,100.0,518.67,641.44,1582.48,1392.94,14.62,21.58,553.09,2387.89,9051.36,1.3,47.19,520.96,2387.98,8131.54,8.4161,0.03,391,2388,100.0,38.98,23.3727
4,8,-0.0025,-0.0005,100.0,518.67,642.12,1573.07,1393.27,14.62,21.58,552.51,2387.92,9047.36,1.3,46.88,521.09,2387.96,8131.09,8.3887,0.03,391,2388,100.0,38.94,23.3903
4,9,0.003,0.0002,100.0,518.67,641.54,1581.54,1393.39,14.62,21.58,552.9,2387.96,9048.78,1.3,46.89,520.96,2387.92,8131.25,8.4289,0.03,390,2388,100.0,38.91,23.3401
4,10,0.0048,0.0001,100.0,518.67,641.51,1585.76,1394.17,14.62,21.58,553.21,2387.97,9044.67,1.3,47.08,520.72,2387.92,8137.98,8.3843,0.03,391,2388,100.0,38.99,23.4062
4,11,0.001,-0.0,100.0,518.67,642.14,1578.07,1397.8,14.62,21.58,553.55,2387.98,9047.51,1.3,46.94,521.11,2387.98,8131.34,8.4186,0.03,392,2388,100.0,38.97,23.3211
4,12,-0.0002,0.0002,100.0,518.67,641.79,1587.08,1399.84,14.62,21.58,552.34,2387.88,9047.21,1.3,47.01,520.64,2387.93,8128.66,8.4219,0.03,390,2388,100.0,38.94,23.3394
4,13,-0.0039,0.0003,100.0,518.67,641.63,1575.8,1391.82,14.62,21.58,553.32,2387.94,9043.03,1.3,47.06,521.19,2387.92,8136.74,8.3945,0.03,389,2388,100.0,39.04,23.3849
4,14,0.0017,-0.0002,100.0,518.67,642.48,1574.26,1392.78,14.62,21.58,553.17,2388.01,9044.6,1.3,46.99,521.37,2387.9,8134.82,8.4146,0.03,391,2388,100.0,39.02,23.4331
4,15,0.0026,0.0001,100.0,518.67,642.0,1581.96,1392.8,14.62,21.58,552.1,2387.95,9044.11,1.3,46.91,521.09,2387.98,8133.54,8.3802,0.03,392,2388,100.0,39.21,23.3762
4,16,0.0009,0.0003,100.0,518.67,641.72,1585.45,1393.06,14.62,21.58,553.09,2387.93,9050.83,1.3,47.23,521.1,2387.9,8129.71,8.3832,0.03,392,2388,100.0,38.93,23.3358
4,17,-0.0044,0.0003,100.0,518.67,641.88,1581.42,1389.36,14.62,21.58,552.74,2387.98,9044.05,1.3,47.0,520.69,2387.94,8128.85,8.406,0.03,389,2388,100.0,39.06,23.3124
4,18,0.002,-0.0003,100.0,518.67,641.71,1578.33,1397.29,14.62,21.58,553.16,2387.96,9043.48,1.3,47.15,521.27,2387.99,8133.03,8.3818,0.03,391,2388,100.0,39.1,23.4196
4,19,-0.0036,0.0003,100.0,518.67,642.74,1585.25,1389.72,14.62,21.58,553.49,2387.9,9041.53,1.3,46.9,520.79,2387.96,8131.15,8.3708,0.03,393,2388,100.0,38.93,23.369
4,20,0.0016,-0.0005,100.0,518.67,642.01,1581.99,1390.57,14.62,21.58,553.06,2387.99,9042.88,1.3,46.93,521.16,2387.92,8134.66,8.375,0.03,391,2388,100.0,38.84,23.32
4,21,0.0029,0.0003,100.0,518.67,642.04,1580.38,1388.67,14.62,21.59,553.69,2387.96,9048.29,1.3,47.12,521.71,2387.99,8128.19,8.4011,0.03,391,2388,100.0,38.89,23.3304
4,22,-0.0008,-0.0003,100.0,518.67,641.78,1576.51,1389.56,14.62,21.58,553.21,2388.0,9042.21,1.3,47.07,520.92,2387.95,8127.07,8.3761,0.03,392,2388,100.0,39.1,23.3286
4,23,-0.0059,-0.0005,100.0,518.67,641.67,1579.43,1394.82,14.62,21.58,552.99,2387.97,9043.56,1.3,47.03,520.96,2387.94,8130.53,8.3843,0.03,390,2388,100.0,39.05,23.3413
4,24,0.0038,0.0004,100.0,518.67,642.27,1574.69,1397.51,14.62,21.58,552.39,2388.0,9039.91,1.3,46.97,520.44,2387.94,8136.1,8.4003,0.03,391,2388,100.0,39.05,23.4342
4,25,-0.0031,-0.0001,100.0,518.67,641.85,1578.77,1394.49,14.62,21.58,553.28,2387.92,9043.66,1.3,47.11,521.26,2387.93,8140.51,8.3907,0.03,391,2388,100.0,38.85,23.3847
4,26,-0.0033,0.0004,100.0,518.67,642.33,1582.9,1398.57,14.62,21.58,552.53,2387.97,9045.87,1.3,46.96,521.53,2387.97,8131.65,8.3723,0.03,392,2388,100.0,38.73,23.4913
4,27,0.0014,-0.0001,100.0,518.67,642.02,1583.8,1393.76,14.62,21.58,553.28,2387.92,9049.74,1.3,47.02,520.79,2387.94,8129.32,8.4135,0.03,392,2388,100.0,39.03,23.4268
4,28,-0.0039,0.0003,100.0,518.67,641.94,1582.86,1397.72,14.62,21.58,553.07,2387.94,9044.77,1.3,47.06,520.99,2387.93,8131.77,8.4004,0.03,390,2388,100.0,38.94,23.4979
4,29,-0.0013,-0.0004,100.0,518.67,641.74,1581.17,1400.69,14.62,21.58,552.7,2387.92,9045.67,1.3,47.32,521.63,2388.02,8135.56,8.3636,0.03,390,2388,100.0,39.19,23.4339
4,30,-0.002,0.0004,100.0,518.67,642.54,1584.93,1397.97,14.62,21.58,553.04,2387.89,9049.73,1.3,47.17,521.52,2387.98,8134.51,8.3723,0.03,391,2388,100.0,39.21,23.3829
4,31,-0.0014,0.0004,100.0,518.67,641.63,1586.29,1394.84,14.62,21.58,553.58,2387.91,9046.18,1.3,46.95,521.66,2387.91,8130.19,8.3971,0.03,390,2388,100.0,38.94,23.3599
4,32,0.0015,-0.0,100.0,518.67,642.12,1584.17,1402.13,14.62,21.58,553.31,2387.92,9050.52,1.3,46.92,521.73,2387.95,8135.45,8.4183,0.03,392,2388,100.0,39.07,23.3862
4,33,0.0002,0.0005,100.0,518.67,642.32,1583.06,1389.41,14.62,21.58,552.74,2387.98,9049.35,1.3,47.06,521.64,2387.97,8133.64,8.4173,0.03,392,2388,100.0,38.98,23.4646
4,34,0.0026,-0.0,100.0,518.67,642.39,1580.29,1392.19,14.62,21.58,553.26,2387.9,9042.96,1.3,46.88,520.49,2387.96,8130.35,8.4048,0.03,390,2388,100.0,39.04,23.3211
4,35,0.001,0.0004,100.0,518.67,641.84,1585.86,1388.46,14.62,21.58,553.48,2387.94,9045.03,1.3,47.09,520.88,2387.95,8135.43,8.3847,0.03,390,2388,100.0,39.21,23.31
4,36,0.0017,-0.0004,100.0,518.67,641.92,1576.46,1387.04,14.62,21.58,553.51,2387.98,9042.83,1.3,46.96,520.86,2387.98,8136.68,8.3937,0.03,391,2388,100.0,39.13,23.4617
4,37,-0.0026,-0.0002,100.0,518.67,642.18,1579.18,1385.42,14.62,21.58,553.75,2387.97,9044.57,1.3,46.9,521.29,2387.97,8132.34,8.3615,0.03,390,2388,100.0,38.83,23.3784
4,38,0.001,-0.0005,100.0,518.67,642.04,1579.52,1391.79,14.62,21.58,553.1,2387.91,9050.33,1.3,47.05,520.85,2387.93,8130.69,8.3926,0.03,391,2388,100.0,38.96,23.4142
4,39,-0.0024,-0.0003,100.0,518.67,641.61,1583.46,1393.5,14.62,21.58,553.79,2387.91,9051.66,1.3,46.96,521.25,2388.01,8134.02,8.398,0.03,391,2388,100.0,38.87,23.3475
4,40,-0.004,-0.0003,100.0,518.67,642.05,1582.82,1385.72,14.62,21.58,553.62,2387.96,9049.06,1.3,47.14,521.18,2388.0,8129.51,8.38,0.03,391,2388,100.0,39.18,23.3783
4,41,0.0035,0.0004,100.0,518.67,642.13,1576.41,1395.62,14.62,21.58,553.23,2387.94,9049.26,1.3,46.99,520.73,2387.94,8132.32,8.3945,0.03,390,2388,100.0,38.89,23.3495
4,42,-0.0005,-0.0002,100.0,518.67,641.34,1574.69,1390.93,14.62,21.58,552.88,2387.92,9049.2,1.3,47.11,520.88,2387.95,8135.87,8.3451,0.03,391,2388,100.0,38.9,23.462
