unit,cycle,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
3,51,35.0079,0.84,100.0,449.44,555.24,1371.42,1126.18,5.48,8.0,194.88,2222.78,8345.71,1.02,41.84,183.38,2387.94,8060.46,9.2914,0.02,333,2223,100.0,14.78,8.9015
3,52,35.0,0.8416,100.0,449.44,555.49,1364.83,1122.01,5.48,8.0,194.19,2222.79,8345.33,1.02,41.77,183.07,2387.93,8064.2,9.3108,0.02,334,2223,100.0,14.93,9.0107
3,53,25.0071,0.62,60.0,462.54,536.47,1261.03,1048.57,7.05,9.03,175.31,1915.21,8002.29,0.94,36.71,164.86,2028.11,7873.36,10.8836,0.02,308,1915,84.93,14.3,8.5257
3,54,25.0054,0.6206,60.0,462.54,536.41,1254.25,1050.61,7.05,9.03,174.89,1915.14,8006.48,0.94,36.69,164.81,2028.12,7872.96,10.8646,0.02,305,1915,84.93,14.37,8.6509
3,55,10.0043,0.25,100.0,489.05,604.84,1502.22,1302.78,10.52,15.49,394.69,2318.92,8769.48,1.26,45.34,371.62,2388.09,8123.27,8.6193,0.03,369,2319,100.0,28.58,17.1261
3,56,20.0022,0.7017,100.0,491.19,606.5,1486.5,1252.85,9.35,13.65,334.7,2323.95,8712.27,1.08,44.38,315.47,2388.04,8053.69,9.2211,0.02,364,2324,100.0,24.32,14.7251
3,57,9.9986,0.25,100.0,489.05,604.56,1495.78,1302.73,10.52,15.5,394.66,2318.93,8768.85,1.26,45.16,371.86,2388.12,8123.42,8.6222,0.03,368,2319,100.0,28.69,17.0821
3,58,42.0079,0.8407,100.0,445.0,549.02,1346.57,1127.34,3.91,5.71,139.05,2211.71,8311.15,1.02,42.09,131.34,2387.78,8072.23,9.3551,0.02,330,2212,100.0,10.52,6.4042
3,59,42.0046,0.8413,100.0,445.0,550.05,1357.06,1118.73,3.91,5.72,139.14,2211.75,8319.71,1.02,42.08,130.48,2387.9,8073.34,9.3469,0.02,331,2212,100.0,10.59,6.4419
3,60,20.0018,0.7,100.0,491.19,607.61,1485.48,1246.21,9.35,13.66,334.68,2323.97,8725.1,1.07,44.29,314.94,2388.07,8053.83,9.178,0.02,364,2324,100.0,24.4,14.7035
3,61,25.0037,0.6208,60.0,462.54,536.77,1257.34,1038.68,7.05,9.03,175.56,1915.32,7998.57,0.94,36.61,164.52,2028.14,7872.81,10.8679,0.02,307,1915,84.93,14.48,8.4869
3,62,0.0021,0.0,100.0,518.67,642.64,1580.09,1400.2,14.62,21.61,553.9,2388.11,9046.02,1.3,47.44,521.63,2388.04,8130.3,8.4077,0.03,393,2388,100.0,38.73,23.3792
3,63,42.0061,0.84,100.0,445.0,549.43,1351.38,1128.56,3.91,5.71,139.12,2211.82,8312.43,1.02,42.15,130.32,2387.8,8078.55,9.337,0.02,331,2212,100.0,10.61,6.3111
3,64,42.0078,0.84,100.0,445.0,549.26,1356.2,1122.91,3.91,5.72,137.84,2211.76,8310.01,1.02,41.92,130.83,2387.82,8080.98,9.3417,0.02,330,2212,100.0,10.6,6.3595
3,65,20.0029,0.7008,100.0,491.19,607.37,1482.46,1247.74,9.35,13.65,333.83,2323.93,8712.19,1.08,44.21,315.01,2388.03,8054.3,9.2428,0.02,364,2324,100.0,24.74,14.7375
3,66,20.0072,0.7002,100.0,491.19,607.65,1486.83,1251.33,9.35,13.65,335.16,2323.87,8712.37,1.08,44.07,315.57,2388.06,8053.85,9.2076,0.02,367,2324,100.0,24.47,14.732
3,67,20.0012,0.7,100.0,491.19,608.02,1481.42,1246.42,9.35,13.65,334.78,2323.93,8715.51,1.08,44.35,315.65,2388.06,8053.5,9.2225,0.02,366,2324,100.0,24.58,14.6834
3,68,35.007,0.84,100.0,449.44,555.56,1364.05,1129.29,5.48,8.0,194.25,2222.81,8339.47,1.02,41.96,183.1,2387.92,8062.17,9.2933,0.02,334,2223,100.0,15.09,8.9413
3,69,0.0003,0.0,100.0,518.67,642.27,1580.76,1403.98,14.62,21.61,553.81,2388.06,9044.32,1.3,47.28,521.46,2388.11,8128.98,8.4401,0.03,394,2388,100.0,38.77,23.2325
3,70,0.0015,0.0,100.0,518.67,642.28,1587.43,1402.02,14.62,21.61,553.53,2388.08,9047.77,1.3,47.23,521.66,2388.07,8133.19,8.4175,0.03,392,2388,100.0,38.93,23.3347
3,71,42.0076,0.84,100.0,445.0,549.78,1352.22,1123.38,3.91,5.72,139.52,2211.73,8313.35,1.02,41.95,130.86,2387.84,8082.8,9.3469,0.02,330,2212,100.0,10.62,6.3607
3,72,0.0018,0.0,100.0,518.67,642.78,1581.67,1398.61,14.62,21.61,553.6,2388.13,9053.06,1.3,47.48,521.68,2388.11,8133.15,8.438,0.03,393,2388,100.0,38.97,23.2225
3,73,25.0005,0.62,60.0,462.54,537.01,1262.46,1046.82,7.05,9.02,175.34,1915.28,8004.79,0.94,36.7,164.52,2028.1,7868.38,10.8772,0.02,308,1915,84.93,14.24,8.4974
3,74,20.0023,0.7,100.0,491.19,607.6,1478.79,1258.82,9.35,13.65,334.49,2323.88,8717.26,1.08,44.28,315.08,2388.05,8052.57,9.1967,0.02,366,2324,100.0,24.47,14.7202
3,75,25.0066,0.62,60.0,462.54,537.06,1262.43,1054.76,7.05,9.02,175.97,1915.24,8001.98,0.94,36.67,164.54,2028.17,7876.46,10.8716,0.02,307,1915,84.93,14.17,8.5815
3,76,10.0015,0.2507,100.0,489.05,604.67,1502.63,1306.28,10.52,15.49,394.67,2318.98,8771.96,1.26,45.39,371.8,2388.08,8123.31,8.655,0.03,369,2319,100.0,28.79,17.0819
3,77,0.0026,0.0008,100.0,518.67,642.27,1586.13,1401.73,14.62,21.61,553.81,2388.07,9045.85,1.3,47.5,521.18,2388.05,8132.32,8.4555,0.03,393,2388,100.0,38.9,23.3355
3,78,20.0009,0.701,100.0,491.19,607.53,1477.67,1252.27,9.35,13.65,334.4,2323.93,8712.2,1.08,44.1,314.79,2388.08,8046.64,9.1758,0.02,366,2324,100.0,24.52,14.6481
3,79,0.0,0.0006,100.0,518.67,642.29,1583.74,1399.65,14.62,21.61,553.31,2388.08,9046.88,1.3,47.33,521.63,2388.09,8132.96,8.4313,0.03,393,2388,100.0,38.92,23.3038
3,80,25.005,0.6205,60.0,462.54,536.87,1256.07,1042.49,7.05,9.02,176.1,1915.23,8001.22,0.94,36.73,164.72,2028.09,7871.27,10.9219,0.02,307,1915,84.93,14.21,8.4827
3,81,20.0068,0.7015,100.0,491.19,607.55,1482.3,1250.83,9.35,13.65,335.07,2323.94,8720.35,1.08,44.55,315.5,2388.05,8055.67,9.2327,0.02,365,2324,100.0,24.4,14.6048
3,82,42.0042,0.8412,100.0,445.0,549.43,1350.92,1123.6,3.91,5.71,139.42,2211.82,8316.31,1.02,41.98,130.64,2387.84,8078.26,9.3713,0.02,330,2212,100.0,10.59,6.3732
3,83,42.0048,0.84,100.0,445.0,549.86,1350.26,1123.39,3.91,5.71,139.41,2211.78,8316.54,1.02,41.97,130.47,2387.79,8078.39,9.3482,0.02,329,2212,100.0,10.64,6.3363
3,84,35.0071,0.84,100.0,449.44,555.21,1366.74,1126.11,5.48,8.0,195.04,2222.8,8345.56,1.02,41.97,183.66,2387.93,8061.1,9.3301,0.02,334,2223,100.0,14.77,8.7285
3,85,24.9996,0.6203,60.0,462.54,536.78,1261.33,1036.51,7.05,9.02,175.11,1915.29,8006.05,0.94,36.55,165.13,2028.14,7862.23,10.8592,0.02,306,1915,84.93,14.39,8.5685
3,86,10.002,0.2507,100.0,489.05,604.46,1506.21,1310.26,10.52,15.49,394.64,2318.94,8770.89,1.26,45.5,372.58,2388.13,8127.72,8.6458,0.03,369,2319,100.0,28.64,17.1057
3,87,25.0025,0.62,60.0,462.54,536.71,1267.01,1044.27,7.05,9.03,176.08,1915.22,8004.61,0.94,36.7,164.33,2028.08,7875.98,10.8766,0.02,306,1915,84.93,14.34,8.6389
3,88,35.0042,0.84,100.0,449.44,555.16,1352.37,1127.63,5.48,8.0,194.58,2222.89,8333.6,1.02,41.76,183.43,2387.92,8061.4,9.305,0.02,334,2223,100.0,15.16,8.9158
3,89,42.0006,0.84,100.0,445.0,549.16,1355.05,1128.59,3.91,5.71,138.15,2211.79,8310.47,1.02,42.2,130.09,2387.85,8079.0,9.3372,0.02,330,2212,100.0,10.69,6.3161
3,90,35.007,0.84,100.0,449.44,555.11,1367.51,1135.15,5.48,8.0,195.07,2222.87,8343.26,1.02,41.79,182.83,2387.92,8064.59,9.3086,0.02,333,2223,100.0,14.83,8.9252
3,91,42.0021,0.8402,100.0,445.0,549.72,1346.52,1126.38,3.91,5.71,138.97,2211.69,8314.11,1.02,41.99,130.77,2387.81,8074.64,9.3702,0.02,331,2212,100.0,10.57,6.3675
3,92,42.001,0.8415,100.0,445.0,549.17,1353.67,1125.14,3.91,5.71,138.51,2211.75,8314.61,1.02,42.04,130.32,2387.87,8079.96,9.3487,0.02,330,2212,100.0,10.62,6.3365
3,93,35.0026,0.8411,100.0,449.44,555.42,1367.39,1127.87,5.48,8.0,194.36,2222.84,8341.22,1.02,41.88,182.98,2387.93,8060.17,9.3172,0.02,334,2223,100.0,14.93,8.9445
3,94,25.0031,0.62,60.0,462.54,536.35,1261.47,1049.41,7.05,9.02,175.16,1915.17,8001.77,0.94,36.88,164.54,2028.14,7867.59,10.8901,0.02,307,1915,84.93,14.35,8.5827
3,95,10.0063,0.25,100.0,489.05,604.19,1500.08,1298.19,10.52,15.49,394.76,2318.91,8774.13,1.26,45.19,371.77,2388.16,8123.42,8.6424,0.03,371,2319,100.0,28.5,17.1544
3,96,19.9981,0.7,100.0,491.19,607.23,1481.78,1251.47,9.35,13.65,334.62,2323.96,8719.57,1.08,44.33,315.16,2388.06,8054.74,9.2204,0.02,364,2324,100.0,24.43,14.6758
3,97,35.001,0.84,100.0,449.44,555.95,1362.84,1133.43,5.48,8.0,194.84,2222.83,8342.46,1.02,41.95,182.63,2387.8,8058.9,9.3216,0.02,333,2223,100.0,14.77,8.933
3,98,10.0002,0.25,100.0,489.05,604.71,1492.59,1302.02,10.52,15.49,394.59,2318.94,8767.76,1.26,45.4,371.76,2388.14,8125.15,8.6629,0.03,368,2319,100.0,28.73,17.111
3,99,41.9998,0.8402,100.0,445.0,549.73,1349.59,1120.42,3.91,5.71,138.34,2211.75,8316.87,1.02,42.03,131.09,2387.85,8078.1,9.383,0.02,331,2212,100.0,10.6,6.3527
3,100,25.0065,0.621,60.0,462.54,536.5,1264.92,1043.27,7.05,9.03,176.32,1915.22,8007.81,0.94,36.8,165.12,2028.03,7863.8,10.8724,0.02,307,1915,84.93,14.43,8.5634
3,101,0.0003,0.0,100.0,518.67,642.47,1588.2,1402.67,14.62,21.61,554.31,2388.1,9050.05,1.3,47.58,521.65,2388.06,8130.7,8.3959,0.03,392,2388,100.0,38.8,23.2955
3,102,42.0057,0.8416,100.0,445.0,550.36,1352.63,1122.05,3.91,5.71,138.43,2211.75,8311.97,1.02,42.32,130.63,2387.77,8080.0,9.3581,0.02,331,2212,100.0,10.58,6.395
3,103,25.0044,0.62,60.0,462.54,536.92,1261.5,1046.77,7.05,9.02,175.61,1915.29,8002.52,0.94,36.91,164.72,2028.16,7862.48,10.8921,0.02,307,1915,84.93,14.33,8.4754
3,104,0.003,0.0012,100.0,518.67,642.61,1589.37,1408.46,14.62,21.61,553.15,2388.19,9041.62,1.3,47.37,521.12,2388.09,8130.56,8.4271,0.03,393,2388,100.0,38.87,23.3789
3,105,34.999,0.84,100.0,449.44,555.25,1364.93,1129.66,5.48,8.0,195.4,2222.8,8341.38,1.02,42.08,182.74,2387.92,8059.44,9.3508,0.02,333,2223,100.0,14.89,8.8371
3,106,0.0014,0.0,100.0,518.67,642.41,1586.04,1408.08,14.62,21.61,553.76,2388.11,9049.01,1.3,47.45,521.75,2388.05,8129.44,8.4709,0.03,393,2388,100.0,38.56,23.3126
3,107,0.001,0.0016,100.0,518.67,642.28,1587.22,1409.69,14.62,21.61,553.51,2388.05,9047.8,1.3,47.45,521.41,2388.07,8130.17,8.4661,0.03,392,2388,100.0,38.72,23.3945
3,108,10.0039,0.2512,100.0,489.05,604.65,1498.11,1302.92,10.52,15.49,394.49,2318.93,8768.7,1.26,45.31,371.4,2388.17,8121.95,8.632,0.03,367,2319,100.0,28.43,17.0766
3,109,42.0018,0.84,100.0,445.0,549.94,1349.44,1129.56,3.91,5.72,138.59,2211.68,8311.69,1.02,42.05,130.71,2387.78,8078.98,9.3974,0.02,330,2212,100.0,10.51,6.3796
3,110,0.0006,0.002,100.0,518.67,642.88,1580.52,1403.45,14.62,21.61,553.32,2388.11,9044.73,1.3,47.37,521.28,2388.11,8129.1,8.434,0.03,394,2388,100.0,38.86,23.2324
3,111,25.0072,0.62,60.0,462.54,536.93,1254.22,1042.72,7.05,9.03,175.4,1915.25,8007.11,0.94,36.66,164.73,2028.13,7866.32,10.9132,0.02,307,1915,84.93,14.31,8.6277
3,112,25.0041,0.62,60.0,462.54,536.5,1262.6,1040.95,7.05,9.03,175.09,1915.26,8009.64,0.94,36.63,164.98,2028.16,7872.21,10.9384,0.02,307,1915,84.93,14.16,8.5591
3,113,42.0056,0.8413,100.0,445.0,549.76,1355.31,1126.33,3.91,5.71,138.77,2211.82,8316.18,1.02,42.19,130.66,2387.81,8076.89,9.3876,0.02,331,2212,100.0,10.6,6.327
4,1,25.0077,0.6213,60.0,462.54,536.88,1261.21,1042.53,7.05,9.02,176.42,1915.38,8005.6,0.94,36.55,164.3,2028.26,7874.33,10.8728,0.02,308,1915,84.93,14.14,8.5457
4,2,20.002,0.7,100.0,491.19,606.93,1475.87,1248.47,9.35,13.65,335.28,2323.94,8719.21,1.08,44.3,314.81,2388.1,8066.67,9.1821,0.02,365,2324,100.0,24.5,14.7875
4,3,20.001,0.7,100.0,491.19,607.27,1485.16,1246.85,9.35,13.65,334.48,2323.94,8729.56,1.08,44.13,315.17,2388.09,8061.67,9.2002,0.02,365,2324,100.0,24.68,14.7802
4,4,20.0051,0.7,100.0,491.19,607.21,1474.09,1245.53,9.35,13.65,334.84,2323.98,8720.9,1.08,44.18,316.08,2388.06,8067.43,9.2073,0.02,365,2324,100.0,24.56,14.7778
4,5,0.0018,0.0006,100.0,518.67,642.78,1581.38,1405.1,14.62,21.61,554.51,2388.13,9058.6,1.3,47.34,521.69,2388.06,8134.61,8.4182,0.03,394,2388,100.0,38.98,23.4958
4,6,25.0009,0.62,60.0,462.54,537.04,1259.76,1051.08,7.05,9.03,175.84,1915.4,8007.65,0.94,36.69,164.75,2028.3,7876.24,10.8634,0.02,305,1915,84.93,14.3,8.5431
4,7,25.0014,0.62,60.0,462.54,536.75,1260.18,1046.16,7.05,9.03,176.37,1915.4,8010.7,0.94,36.76,164.42,2028.32,7879.91,10.8508,0.02,308,1915,84.93,14.2,8.5113
4,8,25.0009,0.62,60.0,462.54,536.22,1258.53,1051.8,7.05,9.03,175.32,1915.39,8009.3,0.94,36.52,164.19,2028.28,7869.28,10.8659,0.02,307,1915,84.93,14.36,8.5197
4,9,10.001,0.2511,100.0,489.05,603.81,1500.27,1296.54,10.52,15.49,394.76,2318.87,8783.82,1.26,45.23,372.22,2388.09,8134.85,8.6325,0.03,369,2319,100.0,28.68,17.1776
4,10,25.0039,0.6217,60.0,462.54,536.64,1260.61,1044.78,7.05,9.02,175.43,1915.32,8014.35,0.94,36.68,164.72,2028.23,7874.48,10.8614,0.02,307,1915,84.93,14.25,8.7037
4,11,0.0007,0.0,100.0,518.67,642.13,1584.93,1399.81,14.62,21.61,554.24,2388.05,9062.86,1.3,47.5,522.23,2388.02,8142.41,8.3822,0.03,390,2388,100.0,38.79,23.3274
4,12,0.0028,0.0016,100.0,518.67,642.13,1585.76,1397.39,14.62,21.61,554.2,2387.99,9052.49,1.3,47.24,522.12,2388.01,8139.69,8.4077,0.03,392,2388,100.0,39.08,23.3421
4,13,35.0031,0.841,100.0,449.44,555.7,1367.06,1120.4,5.48,8.0,195.07,2223.04,8355.92,1.02,41.73,182.95,2388.11,8075.46,9.2844,0.02,334,2223,100.0,14.97,9.0502
4,14,20.0004,0.7,100.0,491.19,607.22,1480.03,1247.19,9.35,13.65,335.06,2323.94,8722.22,1.08,44.26,314.83,2388.08,8059.49,9.1901,0.02,363,2324,100.0,24.62,14.8266
4,15,25.0074,0.6202,60.0,462.54,536.42,1261.88,1041.84,7.05,9.02,175.46,1915.41,8010.91,0.94,36.58,165.33,2028.3,7878.07,10.8543,0.02,305,1915,84.93,14.42,8.5513
4,16,25.0026,0.6214,60.0,462.54,536.18,1261.69,1046.32,7.05,9.03,176.16,1915.42,8017.0,0.94,36.61,164.21,2028.26,7878.0,10.8936,0.02,307,1915,84.93,14.18,8.5134
4,17,10.0016,0.2514,100.0,489.05,604.51,1501.33,1310.14,10.52,15.49,394.75,2318.86,8787.63,1.26,45.3,372.2,2388.14,8132.18,8.6333,0.03,368,2319,100.0,28.58,17.1159
4,18,42.0069,0.84,100.0,445.0,549.3,1345.14,1124.25,3.91,5.72,138.75,2211.99,8321.27,1.02,41.9,130.97,2388.09,8084.43,9.3534,0.02,331,2212,100.0,10.69,6.5049
4,19,0.0027,0.0,100.0,518.67,642.56,1588.34,1398.67,14.62,21.61,554.43,2388.04,9049.43,1.3,47.29,522.01,2388.05,8138.25,8.4139,0.03,391,2388,100.0,39.02,23.2759
4,20,42.0011,0.8407,100.0,445.0,549.5,1352.62,1124.97,3.91,5.71,138.6,2211.98,8321.6,1.02,42.03,130.82,2388.03,8087.8,9.3553,0.02,329,2212,100.0,10.64,6.3629
4,21,20.0028,0.7,100.0,491.19,607.43,1485.75,1254.34,9.35,13.65,334.68,2323.95,8725.66,1.08,44.19,315.5,2388.12,8058.92,9.188,0.02,365,2324,100.0,24.42,14.7579
4,22,19.9994,0.7,100.0,491.19,607.22,1481.87,1249.41,9.35,13.65,335.49,2323.99,8728.45,1.08,44.25,315.35,2388.06,8071.11,9.2129,0.02,365,2324,100.0,24.34,14.7061
4,23,42.0055,0.8408,100.0,445.0,549.22,1347.6,1122.62,3.91,5.71,138.74,2211.98,8326.46,1.02,42.11,130.09,2388.05,8094.03,9.332,0.02,331,2212,100.0,10.74,6.4764
4,24,42.0072,0.8404,100.0,445.0,549.29,1355.66,1122.73,3.91,5.72,138.78,2211.93,8322.73,1.02,42.14,130.94,2388.07,8081.46,9.3231,0.02,332,2212,100.0,10.73,6.2333
4,25,10.0032,0.25,100.0,489.05,604.49,1492.74,1304.13,10.52,15.49,395.51,2318.88,8776.71,1.26,45.33,372.12,2388.13,8134.97,8.6271,0.03,370,2319,100.0,28.52,17.0934
4,26,25.0078,0.62,60.0,462.54,536.27,1259.84,1042.96,7.05,9.02,175.32,1915.44,8017.06,0.94,36.73,164.8,2028.23,7875.71,10.912,0.02,308,1915,84.93,14.22,8.5653
4,27,24.9983,0.6219,60.0,462.54,536.91,1256.28,1041.48,7.05,9.03,175.38,1915.38,8008.9,0.94,36.89,164.34,2028.27,7872.15,10.8867,0.02,307,1915,84.93,14.3,8.5639
4,28,20.0046,0.7015,100.0,491.19,607.02,1478.53,1246.15,9.35,13.65,334.72,2323.92,8724.41,1.08,44.31,315.9,2388.07,8063.25,9.1808,0.02,366,2324,100.0,24.55,14.8837
4,29,25.0071,0.6203,60.0,462.54,536.77,1260.57,1046.93,7.05,9.03,175.53,1915.36,8012.84,0.94,36.63,164.79,2028.28,7875.31,10.8524,0.02,307,1915,84.93,14.19,8.7062
4,30,0.0014,0.0,100.0,518.67,642.46,1586.19,1394.55,14.62,21.61,554.5,2388.06,9053.05,1.3,47.28,521.95,2388.0,8143.74,8.404,0.03,393,2388,100.0,38.92,23.3353
4,31,42.0064,0.84,100.0,445.0,549.59,1347.68,1122.52,3.91,5.72,138.39,2212.05,8319.83,1.02,41.88,130.64,2388.1,8092.88,9.3612,0.02,331,2212,100.0,10.66,6.2837
4,32,10.0059,0.2507,100.0,489.05,604.27,1506.26,1303.1,10.52,15.49,395.97,2318.89,8781.27,1.26,45.36,371.59,2388.08,8132.69,8.6422,0.03,368,2319,100.0,28.67,17.1077
4,33,19.9986,0.7,100.0,491.19,607.22,1479.0,1246.49,9.35,13.66,334.63,2323.98,8724.41,1.08,44.12,315.52,2388.07,8062.64,9.23,0.02,364,2324,100.0,24.63,14.6407
4,34,10.0068,0.2504,100.0,489.05,604.44,1501.53,1300.95,10.52,15.49,395.44,2318.87,8783.47,1.26,45.31,372.15,2388.09,8134.11,8.6763,0.03,369,2319,100.0,28.64,17.1414
4,35,10.0041,0.25,100.0,489.05,604.25,1498.38,1306.6,10.52,15.49,395.43,2318.87,8785.92,1.26,45.16,371.8,2388.08,8131.34,8.6574,0.03,370,2319,100.0,28.51,17.2404
4,36,25.0034,0.62,60.0,462.54,536.98,1254.12,1051.37,7.05,9.02,175.5,1915.39,8011.42,0.94,36.56,164.94,2028.37,7875.53,10.8327,0.02,305,1915,84.93,14.26,8.6052
4,37,35.004,0.84,100.0,449.44,555.86,1368.47,1123.91,5.48,8.0,194.59,2223.01,8348.98,1.02,41.75,182.98,2388.08,8066.15,9.3069,0.02,336,2223,100.0,14.89,8.8689
4,38,42.0078,0.8402,100.0,445.0,549.29,1348.5,1125.56,3.91,5.72,138.59,2211.93,8328.31,1.02,41.97,130.81,2388.1,8085.79,9.3486,0.02,332,2212,100.0,10.6,6.3693
4,39,25.0013,0.6201,60.0,462.54,536.75,1262.1,1044.57,7.05,9.02,175.37,1915.41,8011.57,0.94,36.68,165.26,2028.31,7881.21,10.8574,0.02,307,1915,84.93,14.14,8.5969
4,40,25.004,0.621,60.0,462.54,536.45,1264.9,1045.42,7.05,9.02,174.63,1915.4,8015.77,0.94,36.59,164.66,2028.31,7879.68,10.9204,0.02,309,1915,84.93,14.42,8.596
4,41,42.0058,0.84,100.0,445.0,550.08,1351.55,1119.73,3.91,5.72,138.84,2211.92,8320.83,1.02,42.04,130.32,2388.03,8086.17,9.3563,0.02,329,2212,100.0,10.57,6.3949
4,42,35.0035,0.8403,100.0,449.44,555.51,1363.95,1125.23,5.48,8.0,194.7,2223.04,8346.39,1.02,41.8,183.74,2388.05,8066.46,9.3082,0.02,333,2223,100.0,14.83,8.8592
4,43,42.0042,0.84,100.0,445.0,549.16,1355.0,1125.07,3.91,5.72,138.87,2212.0,8321.1,1.02,41.91,131.03,2388.05,8087.99,9.396,0.02,330,2212,100.0,10.42,6.3577
4,44,25.0059,0.622,60.0,462.54,536.6,1250.75,1044.47,7.05,9.03,175.87,1915.43,8014.4,0.94,36.73,164.5,2028.29,7879.28,10.8784,0.02,307,1915,84.93,14.25,8.6468
4,45,0.0028,0.0,100.0,518.67,642.58,1583.18,1403.67,14.62,21.61,553.69,2388.03,9062.54,1.3,47.49,521.81,2388.08,8143.48,8.4228,0.03,393,2388,100.0,38.93,23.3636
4,46,42.0001,0.84,100.0,445.0,549.23,1354.14,1113.05,3.91,5.72,139.13,2211.93,8315.55,1.02,42.14,130.78,2387.99,8078.74,9.355,0.02,330,2212,100.0,10.47,6.2707
4,47,9.9988,0.25,100.0,489.05,604.22,1497.26,1304.34,10.52,15.49,395.04,2318.85,8779.59,1.26,45.25,372.09,2388.09,8132.97,8.6355,0.03,370,2319,100.0,28.46,17.0644
4,48,35.0014,0.8412,100.0,449.44,555.55,1358.42,1123.44,5.48,8.0,194.86,2223.07,8352.67,1.02,41.77,182.85,2388.13,8074.91,9.2954,0.02,334,2223,100.0,14.9,8.952
4,49,19.9991,0.7,100.0,491.19,606.88,1484.08,1253.74,9.35,13.65,334.46,2323.98,8727.44,1.08,44.33,315.1,2388.07,8059.41,9.2004,0.02,364,2324,100.0,24.67,14.7023
4,50,25.0018,0.62,60.0,462.54,536.8,1259.22,1040.79,7.05,9.03,175.47,1915.47,8012.79,0.94,36.61,164.49,2028.29,7877.47,10.9099,0.02,308,1915,84.93,14.44,8.6421
4,51,35.0007,0.8418,100.0,449.44,556.05,1356.82,1123.57,5.48,8.0,194.71,2223.01,8346.96,1.02,41.84,183.39,2388.11,8068.68,9.3346,0.02,334,2223,100.0,14.93,8.9079
4,52,42.0028,0.8418,100.0,445.0,549.26,1350.85,1123.52,3.91,5.72,139.14,2211.96,8327.75,1.02,41.91,130.55,2388.08,8087.33,9.3743,0.02,331,2212,100.0,10.68,6.42
4,53,42.0005,0.8415,100.0,445.0,549.93,1350.34,1122.58,3.91,5.72,138.24,2212.04,8332.95,1.02,41.88,131.05,2388.12,8090.45,9.3507,0.02,331,2212,100.0,10.75,6.3487
4,54,35.0014,0.84,100.0,449.44,555.55,1371.47,1133.74,5.48,8.0,193.68,2223.01,8353.35,1.02,41.86,183.18,2388.1,8068.71,9.3046,0.02,334,2223,100.0,14.76,8.8666
4,55,41.9997,0.84,100.0,445.0,549.92,1358.0,1121.62,3.91,5.72,139.18,2211.97,8329.5,1.02,42.08,130.49,2388.11,8081.38,9.3736,0.02,330,2212,100.0,10.65,6.3369
4,56,42.001,0.84,100.0,445.0,549.41,1352.27,1113.08,3.91,5.71,139.5,2211.99,8328.21,1.02,41.78,131.07,2388.05,8088.28,9.3738,0.02,330,2212,100.0,10.54,6.4494
4,57,10.0045,0.25,100.0,489.05,604.71,1498.17,1298.75,10.52,15.49,394.38,2318.93,8787.86,1.26,45.4,371.26,2388.14,8135.91,8.6521,0.03,368,2319,100.0,28.48,17.1654
4,58,0.0015,0.0001,100.0,518.67,642.65,1594.07,1407.27,14.62,21.61,554.12,2388.06,9059.92,1.3,47.37,521.92,2388.04,8137.76,8.4353,0.03,392,2388,100.0,38.96,23.3209
4,59,25.0075,0.62,60.0,462.54,537.09,1258.87,1045.93,7.05,9.03,176.39,1915.39,8009.5,0.94,36.69,164.11,2028.29,7881.06,10.877,0.02,307,1915,84.93,14.31,8.6282
4,60,20.0075,0.7014,100.0,491.19,606.86,1484.29,1250.47,9.35,13.66,334.83,2323.92,8733.68,1.08,44.32,315.49,2388.09,8057.85,9.2231,0.02,364,2324,100.0,24.58,14.823
4,61,10.0027,0.25,100.0,489.05,605.07,1498.21,1307.88,10.52,15.49,394.29,2318.89,8783.25,1.26,45.29,372.08,2388.05,8136.68,8.6619,0.03,370,2319,100.0,28.69,17.0865
4,62,19.9997,0.7,100.0,491.19,607.16,1482.25,1241.13,9.35,13.65,335.39,2323.98,8720.83,1.08,44.16,315.2,2388.07,8069.93,9.195,0.02,365,2324,100.0,24.43,14.6636
4,63,35.0002,0.84,100.0,449.44,555.64,1365.07,1129.27,5.48,8.0,193.93,2223.01,8351.47,1.02,41.82,182.86,2388.09,8065.47,9.2894,0.02,333,2223,100.0,14.87,8.9997
4,64,0.0021,0.0,100.0,518.67,642.08,1588.75,1410.31,14.62,21.61,553.75,2388.09,9057.5,1.3,47.39,521.96,2388.07,8144.8,8.4475,0.03,393,2388,100.0,38.92,23.3016
4,65,34.9992,0.8413,100.0,449.44,555.52,1367.51,1134.89,5.48,8.0,195.07,2223.01,8347.2,1.02,41.88,183.52,2388.1,8074.36,9.3294,0.02,334,2223,100.0,14.66,8.8288
4,66,35.0024,0.84,100.0,449.44,556.05,1372.54,1124.5,5.48,8.0,195.13,2223.03,8355.31,1.02,41.9,183.15,2388.13,8071.23,9.3143,0.02,335,2223,100.0,14.7,8.8761
4,67,10.0046,0.25,100.0,489.05,604.66,1498.47,1309.6,10.52,15.49,394.38,2318.87,8789.05,1.26,45.32,371.83,2388.04,8136.06,8.624,0.03,370,2319,100.0,28.82,17.2725
4,68,9.998,0.25,100.0,489.05,604.88,1493.68,1304.48,10.52,15.49,394.49,2318.9,8780.91,1.26,45.12,372.18,2388.07,8138.39,8.6331,0.03,369,2319,100.0,28.54,17.1487
