ExportDate,EquipmentID,Cycle,Timestamp,Sensor_2,Sensor_3,Sensor_4,Sensor_7,Sensor_8,Sensor_9,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_17,LatentZ1,LatentZ2,NearestDistance,PredictedStatus,IsWarning,WorkOrder,MaintenanceCost
2026-07-01,ENG-053,48,2026-01-03 00:00:00,641.79,1585.14,1399.42,553.65,2388.06,9054.29,47.42,522.03,2388.07,8128.77,8.412,392.0,0.003597,-0.901831,0.001582,Healthy,0,WO908758,1214.91
2026-07-01,ENG-053,49,2026-01-03 01:00:00,642.3,1584.72,1401.03,553.69,2388.09,9060.67,47.33,522.1,2388.06,8134.65,8.3841,392.0,0.020297,-0.657557,0.000423,Healthy,0,WO639668,1016.58
2026-07-01,ENG-053,50,2026-01-03 02:00:00,642.26,1584.57,1396.62,554.1,2388.1,9054.45,47.38,521.28,2388.05,8135.45,8.43,392.0,0.015719,-0.665653,0.002751,Healthy,0,WO782966,2430.63
2026-07-01,ENG-053,51,2026-01-03 03:00:00,642.25,1586.57,1398.3,553.77,2388.04,9053.92,47.38,521.76,2388.04,8138.09,8.4443,393.0,0.034556,-0.601589,0.000691,Healthy,0,WO493262,858.22
2026-07-01,ENG-053,52,2026-01-03 04:00:00,642.54,1584.77,1403.05,554.64,2388.02,9060.94,47.18,521.63,2388.06,8140.84,8.4042,392.0,0.007036,-0.805492,0.004401,Healthy,0,WO442752,823.29
2026-07-01,ENG-053,53,2026-01-03 05:00:00,642.55,1590.7,1409.38,554.22,2388.08,9054.51,47.36,521.78,2388.06,8137.16,8.4431,392.0,0.041823,-0.416937,0.001965,Healthy,0,WO564619,2682.77
2026-07-01,ENG-053,54,2026-01-03 06:00:00,642.41,1582.37,1401.39,554.06,2388.14,9062.42,47.4,521.9,2388.03,8139.44,8.4246,393.0,0.036736,-0.533983,0.001359,Healthy,0,WO631021,135.23
2026-07-01,ENG-053,55,2026-01-03 07:00:00,642.36,1579.9,1403.88,553.88,2388.07,9049.98,47.43,521.73,2388.04,8134.18,8.4466,392.0,0.028748,-0.532748,0.001064,Healthy,0,WO237160,593.76
2026-07-01,ENG-054,1,2026-01-01 01:00:00,642.03,1585.17,1396.49,555.03,2387.98,9055.12,47.2,522.61,2388.02,8137.36,8.4264,392.0,0.031051,-1.142965,0.001859,Healthy,0,WO732973,725.26
2026-07-01,ENG-054,2,2026-01-01 02:00:00,641.95,1588.3,1394.65,554.9,2387.98,9058.15,47.08,522.09,2388.02,8134.59,8.3552,392.0,0.017586,-1.21313,0.001656,Healthy,0,WO224166,917.63
2026-07-01,ENG-054,3,2026-01-01 03:00:00,641.93,1583.81,1395.96,554.04,2388.01,9057.89,46.96,522.69,2388.02,8138.93,8.3943,393.0,0.026274,-1.186266,0.000846,Healthy,0,WO596970,446.29
2026-07-01,ENG-054,4,2026-01-01 04:00:00,642.03,1587.43,1389.98,555.1,2387.91,9052.18,47.19,523.17,2387.98,8133.55,8.3708,391.0,0.071967,-2.649657,0.010472,Healthy,0,WO843588,322.29
2026-07-01,ENG-054,5,2026-01-01 05:00:00,641.79,1590.47,1395.87,554.46,2388.02,9057.84,47.13,523.0,2387.99,8138.47,8.3943,391.0,0.057026,-1.234918,0.000345,Healthy,0,WO770478,226.91
2026-07-01,ENG-054,6,2026-01-01 06:00:00,642.16,1587.62,1392.08,554.73,2388.01,9051.22,47.09,522.63,2387.98,8139.18,8.3954,392.0,0.048283,-1.220176,0.00229,Healthy,0,WO515320,1508.88
2026-07-01,ENG-054,7,2026-01-01 07:00:00,642.32,1582.28,1390.74,554.24,2388.03,9048.4,47.16,522.45,2387.98,8136.16,8.4035,392.0,0.04663,-1.107531,0.001891,Healthy,0,WO475772,2367.5
2026-07-01,ENG-054,8,2026-01-01 08:00:00,641.71,1574.99,1396.17,554.69,2388.01,9056.76,46.92,522.67,2388.0,8137.72,8.3864,393.0,0.056715,-1.348978,0.004632,Healthy,0,WO375903,1933.85
2026-07-01,ENG-054,9,2026-01-01 09:00:00,642.41,1583.23,1402.84,555.45,2388.02,9057.39,47.22,522.03,2387.98,8134.97,8.4083,392.0,0.027595,-1.103426,0.002514,Healthy,0,WO654447,2219.48
2026-07-01,ENG-054,10,2026-01-01 10:00:00,641.84,1586.39,1387.83,554.63,2387.96,9044.91,47.1,522.55,2388.0,8138.48,8.3789,391.0,0.076059,-1.333187,0.001245,Healthy,0,WO504613,1620.26
2026-07-01,ENG-054,11,2026-01-01 11:00:00,641.78,1581.88,1389.43,555.0,2388.01,9053.73,47.17,523.44,2387.96,8136.49,8.3643,391.0,0.085394,-2.625553,0.022075,Healthy,0,WO377586,565.74
2026-07-01,ENG-054,12,2026-01-01 12:00:00,641.67,1580.42,1394.0,554.09,2388.05,9058.17,47.2,522.56,2388.06,8134.98,8.3751,389.0,0.035953,-1.286008,0.002868,Healthy,0,WO365518,2269.64
2026-07-01,ENG-054,13,2026-01-01 13:00:00,642.06,1581.44,1390.36,555.65,2388.02,9051.09,47.18,522.88,2388.0,8143.14,8.4093,391.0,0.064655,-1.309784,0.002805,Healthy,0,WO784532,1974.01
2026-07-01,ENG-054,14,2026-01-01 14:00:00,642.26,1587.14,1394.46,554.55,2387.95,9058.76,47.27,522.95,2387.96,8144.18,8.434,390.0,0.085478,-1.149959,0.007283,Healthy,0,WO246741,504.78
2026-07-01,ENG-054,15,2026-01-01 15:00:00,641.15,1585.74,1393.67,555.11,2388.03,9054.29,47.14,522.42,2387.99,8139.32,8.3987,389.0,0.080557,-1.37953,0.005086,Healthy,0,WO866479,2062.41
2026-07-01,ENG-054,16,2026-01-01 16:00:00,642.18,1583.38,1400.84,554.93,2387.99,9050.13,46.87,522.9,2387.95,8141.46,8.3783,390.0,0.081457,-1.304176,0.00301,Healthy,0,WO316300,915.74
2026-07-01,ENG-054,17,2026-01-01 17:00:00,642.38,1577.48,1397.44,554.57,2388.0,9051.33,47.19,522.45,2387.99,8133.38,8.4006,391.0,0.059406,-1.230976,0.000598,Healthy,0,WO973048,1169.55
2026-07-01,ENG-054,18,2026-01-01 18:00:00,642.13,1582.37,1391.32,555.16,2387.96,9052.5,46.99,522.64,2388.01,8133.89,8.4208,393.0,0.045413,-1.247427,0.001922,Healthy,0,WO669273,
2026-07-01,ENG-054,19,2026-01-01 19:00:00,641.75,1583.83,1401.65,555.26,2388.02,9051.74,47.19,522.11,2388.02,8138.98,8.4004,392.0,0.013544,-1.125176,0.003521,Healthy,0,WO143728,2158.54
2026-07-01,ENG-054,20,2026-01-01 20:00:00,641.63,1573.63,1390.95,554.07,2388.0,9054.22,47.22,522.84,2387.99,8139.81,8.3862,391.0,0.071765,-1.330977,0.002719,Healthy,0,WO854121,2497.74
2026-07-01,ENG-054,21,2026-01-01 21:00:00,642.02,1586.79,1392.02,555.28,2388.04,9057.08,47.14,522.9,2387.99,8130.57,8.3969,393.0,0.075834,-2.705524,0.006366,Healthy,0,WO137501,2596.51
2026-07-01,ENG-054,22,2026-01-01 22:00:00,641.66,1583.49,1400.42,554.47,2387.97,9056.02,47.29,522.58,2388.06,8137.94,8.406,391.0,0.043676,-1.244738,0.002043,Healthy,0,WO561941,895.49
2026-07-01,ENG-054,23,2026-01-01 23:00:00,642.97,1577.79,1392.14,555.36,2387.96,9056.54,47.21,522.78,2388.04,8138.46,8.3822,391.0,0.051326,-1.276933,0.002128,Healthy,0,WO802573,821.88
2026-07-01,ENG-054,24,2026-01-02 00:00:00,641.78,1580.96,1395.35,554.93,2387.98,9053.96,47.3,522.81,2387.94,8139.83,8.3937,390.0,0.086097,-1.30858,0.008351,Healthy,0,WO169161,1877.65
2026-07-01,ENG-054,25,2026-01-02 01:00:00,641.74,1585.42,1395.67,554.78,2388.03,9055.97,47.22,523.42,2388.04,8139.18,8.3994,392.0,0.064767,-2.698835,0.003906,Healthy,0,WO939335,995.47
2026-07-01,ENG-054,26,2026-01-02 02:00:00,641.55,1576.1,1400.96,554.74,2387.96,9053.24,47.11,522.65,2388.01,8136.3,8.3682,391.0,0.07214,-1.387948,0.004056,Healthy,0,WO793182,1639.66
2026-07-01,ENG-054,27,2026-01-02 03:00:00,641.78,1581.22,1396.55,554.38,2388.06,9057.29,47.08,522.52,2388.04,8136.03,8.3903,391.0,0.01304,-2.627745,0.002584,Healthy,0,WO639484,2660.16
2026-07-01,ENG-054,28,2026-01-02 04:00:00,642.5,1586.42,1396.56,555.0,2388.04,9053.66,47.18,522.38,2387.98,8139.75,8.3703,392.0,0.04758,-1.211834,0.001245,Healthy,0,WO706889,2520.66
2026-07-01,ENG-054,29,2026-01-02 05:00:00,642.41,1575.42,1398.43,554.63,2387.98,9052.75,47.07,522.52,2388.06,8139.47,8.4069,392.0,0.027512,-2.709815,0.006138,Healthy,0,WO949581,2200.25
2026-07-01,ENG-054,30,2026-01-02 06:00:00,642.08,1583.83,1390.81,554.54,2388.03,9054.78,47.23,522.0,2387.99,8141.95,8.3965,391.0,0.041503,-1.095651,0.001092,Healthy,0,WO238622,2503.34
2026-07-01,ENG-054,31,2026-01-02 07:00:00,641.98,1579.85,1389.37,555.11,2387.98,9054.7,47.22,522.41,2387.98,8141.93,8.4083,391.0,0.053585,-1.27086,0.000345,Healthy,0,WO930837,2928.57
2026-07-01,ENG-054,32,2026-01-02 08:00:00,642.12,1584.34,1399.36,554.94,2387.99,9058.53,47.2,522.35,2387.96,8140.41,8.3872,394.0,0.0297,-1.086422,0.00274,Healthy,0,WO264748,1721.41
2026-07-01,ENG-054,33,2026-01-02 09:00:00,641.54,1582.93,1391.06,554.71,2388.0,9055.24,47.11,522.15,2388.03,8137.26,8.3918,391.0,0.038267,-1.314993,0.004943,Healthy,0,WO684104,544.96
2026-07-01,ENG-054,34,2026-01-02 10:00:00,642.0,1579.6,1392.48,554.59,2388.0,9051.0,47.2,522.67,2388.0,8137.42,8.3701,391.0,0.06994,-1.333102,0.001092,Healthy,0,WO117068,
2026-07-01,ENG-054,35,2026-01-02 11:00:00,642.25,1593.63,1398.17,554.48,2387.94,9056.55,47.11,522.62,2387.99,8136.4,8.4318,392.0,0.055891,-1.145108,0.000772,Healthy,0,WO131248,1912.57
2026-07-01,ENG-054,36,2026-01-02 12:00:00,641.89,1585.18,1404.98,553.45,2388.04,9053.67,47.08,522.42,2388.04,8142.91,8.3925,394.0,0.021259,-0.907151,0.001381,Healthy,0,WO227614,
2026-07-01,ENG-054,37,2026-01-02 13:00:00,641.95,1584.2,1397.7,554.97,2387.98,9058.05,47.07,522.49,2387.95,8140.39,8.3962,391.0,0.063252,-1.295968,0.001953,Healthy,0,WO197455,2755.94
2026-07-01,ENG-054,38,2026-01-02 14:00:00,642.34,1582.07,1399.16,554.4,2388.02,9063.35,47.27,522.12,2388.01,8137.51,8.3837,391.0,0.034008,-1.158553,0.001953,Healthy,0,WO189183,2277.6
2026-07-01,ENG-054,39,2026-01-02 15:00:00,641.64,1584.37,1402.66,554.5,2387.94,9051.42,47.15,522.57,2388.01,8138.08,8.4121,391.0,0.056634,-1.246623,0.002889,Healthy,0,WO772676,978.84
2026-07-01,ENG-054,40,2026-01-02 16:00:00,642.12,1580.32,1401.47,554.22,2388.02,9048.49,47.17,522.47,2387.97,8136.51,8.3878,391.0,0.050652,-1.188209,0.001092,Healthy,0,WO103827,2330.63
2026-07-01,ENG-054,41,2026-01-02 17:00:00,641.71,1586.59,1393.12,553.65,2388.04,9059.87,47.06,522.27,2387.98,8141.35,8.3759,390.0,0.053774,-1.224663,,Healthy,0,WO392497,2859.87
2026-07-01,ENG-055,1,2026-01-01 01:00:00,642.47,1587.07,1404.41,553.54,2388.03,9054.97,47.36,521.66,2388.04,8137.44,8.4182,392.0,0.026573,-0.677498,0.002079,Healthy,0,WO148315,2918.71
2026-07-01,ENG-055,2,2026-01-01 02:00:00,642.46,1586.43,1402.26,553.23,2388.07,9051.28,47.39,521.91,2388.01,8141.07,8.3971,392.0,0.038265,-0.637545,0.0017,Healthy,0,WO512077,932.32
2026-07-01,ENG-055,3,2026-01-01 03:00:00,642.18,1584.86,1397.3,555.37,2388.0,9055.64,47.21,522.21,2388.07,8138.13,8.3802,392.0,-0.00124,-1.09283,0.003435,Healthy,0,WO395900,
2026-07-01,ENG-055,4,2026-01-01 04:00:00,642.52,1588.69,1398.24,554.06,2388.05,9060.66,47.23,522.07,2387.97,8129.54,8.4315,392.0,0.041858,-0.864352,0.0021,Healthy,0,WO720213,1874.91
2026-07-01,ENG-055,5,2026-01-01 05:00:00,641.84,1587.5,1398.65,553.93,2388.0,9061.33,47.28,521.74,2388.02,8139.33,8.4147,392.0,0.027838,-0.98271,0.001601,Healthy,0,WO550779,646.79
2026-07-01,ENG-055,6,2026-01-01 06:00:00,641.72,1582.23,1403.85,554.41,2388.05,9051.14,47.32,521.83,2388.03,8136.48,8.3843,391.0,0.002497,-0.975587,0.003107,Healthy,0,WO267044,1404.38
2026-07-01,ENG-055,7,2026-01-01 07:00:00,642.04,1584.43,1394.94,554.18,2388.1,9056.73,47.26,522.17,2388.03,8132.11,8.3889,392.0,0.010683,-0.918465,0.003461,Healthy,0,WO766138,1443.81
2026-07-01,ENG-055,8,2026-01-01 08:00:00,642.71,1590.21,1399.9,553.39,2388.05,9050.65,47.21,521.85,2388.02,8134.06,8.4086,392.0,0.018097,-0.684926,0.002708,Healthy,0,WO132122,1794.52
2026-07-01,ENG-055,9,2026-01-01 09:00:00,642.38,1587.07,1405.51,554.78,2388.03,9051.7,47.25,522.12,2388.03,8140.18,8.4351,393.0,0.022938,-0.760987,0.000977,Healthy,0,WO124509,748.41
2026-07-01,ENG-055,10,2026-01-01 10:00:00,642.28,1582.65,1400.99,554.06,2388.07,9059.46,47.32,522.0,2388.02,8137.89,8.3907,393.0,0.027334,-0.830111,0.00294,Healthy,0,WO475921,2892.01
2026-07-01,ENG-055,11,2026-01-01 11:00:00,642.15,1587.89,1400.92,553.73,2388.03,9051.5,47.08,522.34,2388.01,8135.49,8.4036,392.0,0.029125,-1.073897,0.000488,Healthy,0,WO182480,67.24
2026-07-01,ENG-055,12,2026-01-01 12:00:00,642.93,1590.84,1400.16,554.4,2388.02,9053.54,47.4,522.47,2388.06,8136.1,8.4235,392.0,0.032682,-0.695521,0.000546,Healthy,0,WO583378,1555.97
2026-07-01,ENG-055,13,2026-01-01 13:00:00,642.34,1583.11,1407.44,554.51,2388.05,9047.12,47.37,522.02,2388.01,8133.32,8.4268,393.0,0.015083,-0.69795,0.001359,Healthy,0,WO803556,1490.42
2026-07-01,ENG-055,14,2026-01-01 14:00:00,642.74,1584.48,1399.25,554.39,2387.99,9047.88,47.36,521.93,2388.03,8131.63,8.4263,392.0,0.011321,-0.741415,0.002224,Healthy,0,WO975336,476.73
2026-07-01,ENG-055,15,2026-01-01 15:00:00,642.81,1579.48,1403.0,554.19,2388.02,9055.38,47.25,522.11,2388.04,8143.0,8.412,392.0,0.028629,-0.829333,0.001794,Healthy,0,WO285625,1829.32
2026-07-01,ENG-055,16,2026-01-01 16:00:00,642.51,1585.22,1397.03,554.58,2388.02,9049.32,47.16,522.11,2388.01,8134.94,8.4375,391.0,0.030997,-0.867822,0.003845,Healthy,0,WO377174,1131.0
2026-07-01,ENG-055,17,2026-01-01 17:00:00,642.39,1583.71,1404.53,554.25,2388.04,9049.06,47.26,522.05,2388.06,8140.56,8.4072,391.0,0.015438,-0.842225,0.002211,Healthy,0,WO609719,183.85
2026-07-01,ENG-055,18,2026-01-01 18:00:00,642.77,1591.87,1403.65,554.5,2388.08,9055.39,47.41,522.09,2388.01,8139.18,8.4171,394.0,0.034246,-0.668434,0.001592,Healthy,0,WO985589,1515.99
2026-07-01,ENG-055,19,2026-01-01 19:00:00,642.23,1579.01,1403.19,554.17,2388.07,9055.29,47.45,521.83,2388.05,8138.77,8.4172,392.0,0.012082,-0.763928,0.0021,Healthy,0,WO518694,2127.17
2026-07-01,ENG-055,20,2026-01-01 20:00:00,642.21,1594.66,1399.54,554.53,2388.07,9055.07,47.46,522.08,2388.04,8138.61,8.401,392.0,0.029053,-0.760134,0.000913,Healthy,0,WO242619,2600.32
2026-07-01,ENG-055,21,2026-01-01 21:00:00,642.49,1583.28,1404.65,554.64,2387.98,9044.42,47.22,522.15,2388.08,8135.74,8.3825,392.0,-0.003893,-0.972684,0.005551,Healthy,0,WO856148,876.0
2026-07-01,ENG-055,22,2026-01-01 22:00:00,641.86,1584.18,1401.37,554.79,2388.05,9053.77,47.24,522.02,2388.0,8137.14,8.4401,391.0,0.024741,-0.989964,0.001092,Healthy,0,WO291646,822.36
2026-07-01,ENG-055,23,2026-01-01 23:00:00,642.56,1584.2,1406.85,554.25,2388.04,9054.6,47.37,521.53,2388.03,8139.63,8.3747,391.0,0.020322,-0.653517,0.00161,Healthy,0,WO668585,2394.78
2026-07-01,ENG-055,24,2026-01-02 00:00:00,642.26,1583.2,1402.52,553.83,2388.03,9057.49,47.18,522.31,2388.04,8130.78,8.4064,391.0,0.010857,-0.978472,0.001465,Healthy,0,WO772640,2848.93
2026-07-01,ENG-055,25,2026-01-02 01:00:00,642.42,1587.28,1398.82,553.9,2388.02,9059.99,47.25,522.53,2388.06,8133.92,8.4385,392.0,0.039836,-0.861357,,Healthy,0,WO586352,372.16
2026-07-01,ENG-055,26,2026-01-02 02:00:00,642.47,1584.37,1403.13,554.22,2388.03,9052.65,47.33,522.29,2388.07,8135.72,8.3852,392.0,-0.001284,-0.941423,0.00229,Healthy,0,WO145738,720.87
2026-07-01,ENG-055,27,2026-01-02 03:00:00,642.03,1587.39,1401.74,554.1,2388.07,9055.31,47.23,522.57,2388.06,8135.7,8.4396,393.0,0.018326,-0.851646,0.001505,Healthy,0,WO134422,2438.5
2026-07-01,ENG-055,28,2026-01-02 04:00:00,642.58,1585.46,1398.19,553.84,2388.1,9051.09,47.3,521.98,2388.08,8142.16,8.3807,393.0,0.013701,-0.696678,0.000846,Healthy,0,WO834696,1978.26
2026-07-01,ENG-055,29,2026-01-02 05:00:00,642.1,1588.0,1398.38,554.55,2388.0,9049.05,47.52,522.24,2388.01,8137.19,8.4233,391.0,0.03213,-0.903546,0.00238,Healthy,0,WO407270,1955.29
2026-07-01,ENG-055,30,2026-01-02 06:00:00,642.39,1584.22,1399.33,554.34,2388.07,9051.17,47.36,522.18,2388.04,8134.31,8.3977,393.0,0.004838,-0.808567,0.003127,Healthy,0,WO999115,437.94
2026-07-01,ENG-055,31,2026-01-02 07:00:00,642.15,1586.14,1399.55,554.34,2388.04,9052.62,47.32,521.88,2388.01,8133.82,8.4097,392.0,-0.017936,-2.603675,0.003521,Healthy,0,WO754736,1568.28
2026-07-01,ENG-055,32,2026-01-02 08:00:00,641.95,1587.26,1399.95,554.87,2388.04,9060.9,47.28,522.01,2388.08,8135.32,8.4056,393.0,-0.001148,-0.957458,0.001424,Healthy,0,WO323574,2189.79
2026-07-01,ENG-055,33,2026-01-02 09:00:00,642.74,1581.77,1407.13,553.67,2388.01,9054.54,47.49,521.98,2388.09,8136.48,8.4225,391.0,0.034193,-0.596961,0.000913,Healthy,0,WO796241,704.25
2026-07-01,ENG-055,34,2026-01-02 10:00:00,642.43,1588.56,1407.33,554.99,2388.09,9055.29,47.2,521.89,2388.04,8134.63,8.4416,391.0,0.00257,-0.85127,0.004172,Healthy,0,WO929075,1341.66
2026-07-01,ENG-055,35,2026-01-02 11:00:00,642.18,1584.59,1402.1,554.4,2387.99,9061.12,47.42,521.99,2388.03,8130.01,8.3641,393.0,-0.002483,-0.941473,0.001444,Healthy,0,WO163413,855.38
2026-07-01,ENG-055,36,2026-01-02 12:00:00,642.72,1579.69,1402.45,553.65,2388.08,9055.38,47.43,522.06,2388.04,8127.64,8.3798,391.0,0.009083,-0.713098,0.001505,Healthy,0,WO329668,2989.54
2026-07-01,ENG-055,37,2026-01-02 13:00:00,642.49,1584.61,1400.02,554.85,2388.05,9051.24,47.32,521.76,2388.05,8136.14,8.3942,392.0,-0.000644,-0.841493,0.0057,Healthy,0,WO433362,1178.74
2026-07-01,ENG-055,38,2026-01-02 14:00:00,642.29,1589.88,1398.37,554.74,2388.03,9059.22,47.13,521.82,2388.04,8131.53,8.4358,394.0,0.007483,-0.777014,0.001998,Healthy,0,WO666432,
2026-07-01,ENG-056,1,2026-01-01 01:00:00,642.72,1586.68,1412.08,553.0,2388.12,9046.05,47.5,521.4,2388.14,8119.76,8.4875,394.0,-0.011012,0.126497,0.001365,Healthy,0,WO838918,
2026-07-01,ENG-056,2,2026-01-01 02:00:00,642.7,1583.56,1402.91,553.19,2388.11,9047.41,47.6,521.33,2388.1,8126.76,8.4614,394.0,0.013877,0.011053,0.001125,Healthy,0,WO516353,1715.48
2026-07-01,ENG-056,3,2026-01-01 03:00:00,642.21,1595.3,1410.47,553.48,2388.1,9044.19,47.47,521.28,2388.15,8119.8,8.4377,394.0,-0.015722,0.118046,0.001038,Healthy,0,WO902852,175.39
2026-07-01,ENG-056,4,2026-01-01 04:00:00,642.69,1591.58,1419.77,552.8,2388.14,9048.11,47.81,521.61,2388.18,8122.51,8.4501,393.0,-0.040705,0.45966,0.005444,Warning,1,WO344916,2816.7
2026-07-01,ENG-056,5,2026-01-01 05:00:00,642.61,1598.45,1406.45,553.51,2388.15,9046.95,47.74,521.45,2388.11,8129.83,8.4687,393.0,-0.004065,0.298662,0.001669,Healthy,0,WO120024,2426.05
2026-07-01,ENG-056,6,2026-01-01 06:00:00,642.45,1589.77,1412.88,552.56,2388.12,9038.83,47.64,521.79,2388.13,8127.18,8.4356,394.0,-0.000252,0.17318,0.001235,Healthy,0,WO276360,1248.06
2026-07-01,ENG-056,7,2026-01-01 07:00:00,642.65,1586.93,1407.83,552.57,2388.13,9042.23,47.63,521.23,2388.12,8126.52,8.4163,394.0,0.005806,0.011397,0.004353,Healthy,0,WO187197,2994.72
2026-07-01,ENG-056,8,2026-01-01 08:00:00,642.73,1589.71,1412.61,552.54,2388.2,9042.78,47.53,521.58,2388.09,8116.03,8.4314,392.0,-0.034444,0.19026,0.004448,Healthy,0,WO932450,1104.17
2026-07-01,ENG-056,9,2026-01-01 09:00:00,642.26,1581.47,1402.83,553.51,2388.13,9045.18,47.41,521.84,2388.15,8125.93,8.4391,392.0,0.007952,-0.423759,0.005507,Healthy,0,WO153240,377.43
2026-07-01,ENG-056,10,2026-01-01 10:00:00,642.74,1592.88,1412.62,553.05,2388.15,9037.72,47.68,521.29,2388.12,8125.04,8.4606,393.0,-0.046266,0.41796,0.002167,Warning,1,WO936708,17410.73
2026-07-01,ENG-056,11,2026-01-01 11:00:00,641.91,1584.52,1411.98,553.41,2388.13,9048.08,47.73,521.47,2388.12,8126.62,8.4604,393.0,-0.010075,0.104535,0.002914,Healthy,0,WO145954,1502.32
2026-07-01,ENG-056,12,2026-01-01 12:00:00,643.26,1589.25,1411.8,552.58,2388.15,9045.31,47.46,521.55,2388.13,8126.44,8.4445,394.0,-0.009289,0.2952,0.001993,Warning,1,WO151922,17940.79
2026-07-01,ENG-056,13,2026-01-01 13:00:00,642.59,1589.03,1408.56,552.79,2388.1,9041.25,47.66,521.72,2388.09,8127.69,8.4102,393.0,0.03244,-0.068215,0.002141,Healthy,0,WO969514,
2026-07-01,ENG-056,14,2026-01-01 14:00:00,642.84,1588.01,1416.32,552.47,2388.16,9043.16,47.49,521.6,2388.14,8119.32,8.4377,393.0,-0.032913,0.288648,0.003286,Healthy,0,WO326735,2329.94
2026-07-01,ENG-056,15,2026-01-01 15:00:00,642.89,1590.59,1407.66,553.21,2388.12,9045.87,47.59,521.71,2388.15,8123.76,8.4344,394.0,0.008883,0.0765,0.001366,Healthy,0,WO232179,2640.95
2026-07-01,ENG-056,16,2026-01-01 16:00:00,642.47,1582.67,1409.47,553.44,2388.13,9035.01,47.63,520.9,2388.2,8122.54,8.4759,394.0,-0.055451,0.176242,0.008798,Healthy,0,WO175506,1899.24
2026-07-01,ENG-056,17,2026-01-01 17:00:00,642.72,1586.7,1405.41,553.43,2388.13,9038.86,47.62,521.23,2388.08,8116.33,8.4528,393.0,-0.029147,0.074197,0.00315,Healthy,0,WO282727,1109.56
2026-07-01,ENG-056,18,2026-01-01 18:00:00,642.72,1590.48,1404.65,553.48,2388.13,9042.96,47.65,520.74,2388.13,8128.88,8.4641,393.0,-0.031261,0.301358,0.001859,Warning,1,WO147924,2510.01
2026-07-01,ENG-056,19,2026-01-01 19:00:00,643.1,1591.5,1410.19,553.38,2388.17,9037.84,47.55,521.2,2388.09,8127.78,8.4611,392.0,-0.020201,0.218874,0.002225,Healthy,0,WO517106,2831.57
2026-07-01,ENG-056,20,2026-01-01 20:00:00,642.95,1583.05,1409.04,553.34,2388.12,9044.56,47.52,520.65,2388.14,8129.89,8.4251,393.0,-0.00781,0.02445,0.001457,Healthy,0,WO600695,2345.97
2026-07-01,ENG-056,21,2026-01-01 21:00:00,643.03,1581.41,1415.23,552.94,2388.16,9039.3,47.62,521.88,2388.17,8128.76,8.4325,394.0,-0.018325,0.161562,0.003509,Healthy,0,WO328384,1732.31
2026-07-01,ENG-056,22,2026-01-01 22:00:00,642.61,1588.87,1406.68,553.14,2388.13,9047.18,47.58,521.78,2388.17,8126.82,8.4156,392.0,0.032596,-0.09747,0.001851,Healthy,0,WO121507,
2026-07-01,ENG-056,23,2026-01-01 23:00:00,642.44,1592.45,1399.78,553.47,2388.19,9040.67,47.68,521.63,2388.17,8126.88,8.4027,393.0,0.005641,-0.086349,0.005462,Healthy,0,WO450407,693.0
2026-07-01,ENG-056,24,2026-01-02 00:00:00,642.92,1588.94,1408.61,553.33,2388.14,9047.82,47.56,521.49,2388.16,8118.8,8.4614,393.0,-0.012322,0.134078,0.002803,Warning,1,WO367495,10266.14
2026-07-01,ENG-056,25,2026-01-02 01:00:00,642.87,1587.61,1410.4,553.57,2388.07,9045.57,47.65,521.11,2388.15,8127.45,8.4467,393.0,0.00965,0.065435,0.000136,Healthy,0,WO295842,1739.41
2026-07-01,ENG-056,26,2026-01-02 02:00:00,642.97,1591.84,1413.12,552.79,2388.15,9046.35,47.62,521.27,2388.19,8117.92,8.4315,393.0,-0.03429,0.317004,0.001245,Healthy,0,WO173131,
2026-07-01,ENG-056,27,2026-01-02 03:00:00,642.41,1594.06,1411.49,553.78,2388.14,9043.81,47.41,521.34,2388.1,8125.45,8.4477,392.0,-0.004161,0.052412,0.002324,Healthy,0,WO979682,1100.7
2026-07-01,ENG-056,28,2026-01-02 04:00:00,642.98,1592.72,1406.05,552.88,2388.16,9042.85,47.45,520.87,2388.11,8124.95,8.4418,394.0,-0.02447,0.221482,0.001564,Healthy,0,WO114621,2713.42
2026-07-01,ENG-056,29,2026-01-02 05:00:00,642.34,1587.47,1413.28,552.43,2388.11,9045.64,47.72,521.05,2388.1,8122.53,8.4366,394.0,-0.025832,0.275912,0.00237,Healthy,0,WO106810,2051.1
2026-07-01,ENG-056,30,2026-01-02 06:00:00,642.69,1593.66,1399.86,552.52,2388.14,9045.99,47.53,521.01,2388.14,8125.85,8.4357,395.0,0.000474,0.181428,0.000844,Healthy,0,WO928327,1380.89
2026-07-01,ENG-056,31,2026-01-02 07:00:00,643.02,1591.58,1407.31,553.42,2388.1,9043.73,47.5,521.72,2388.17,8125.89,8.4711,393.0,0.009469,0.101263,0.00183,Healthy,0,WO544069,1215.96
2026-07-01,ENG-056,32,2026-01-02 08:00:00,642.83,1598.22,1405.75,552.41,2388.17,9042.0,47.48,521.35,2388.12,8124.38,8.4324,392.0,0.004032,0.148057,0.003278,Healthy,0,WO108882,467.32
2026-07-01,ENG-056,33,2026-01-02 09:00:00,642.77,1595.63,1414.02,553.06,2388.16,9039.3,47.52,521.07,2388.12,8123.8,8.4457,393.0,-0.03982,0.302663,0.007085,Warning,1,WO125862,3851.19
