ExportDate;EquipmentID;Cycle;Timestamp;Sensor_2;Sensor_3;Sensor_4;Sensor_7;Sensor_8;Sensor_9;Sensor_11;Sensor_12;Sensor_13;Sensor_14;Sensor_15;Sensor_17;LatentZ1;LatentZ2;NearestDistance;PredictedStatus;WorkOrder;MaintenanceCost
2026-07-02;ENG-035;80;2026-01-04 08:00:00;642.6100;1587.8300;1403.8600;553.5500;2388.0800;9050.3000;47.4800;520.9600;2388.1500;8130.5900;8.4293;393.0000;0.003595;0.077689;0.000994;Healthy;WO407292;2,196.48
2026/07/02;ENG-097;74;2026-01-04 02:00:00;642.7100;1582.9300;1397.5300;553.8200;2387.9800;9068.5500;47.4000;521.9000;2388.0000;8148.4100;8.4306;390.0000;0.070405;-0.923235;0.001269;Healthy;WO112319;1765.38
2026/07/02;ENG-038;69;2026-01-03 21:00:00;642.4700;1599.3300;1408.2700;553.1200;2388.1000;9056.5100;47.5300;521.2700;2388.1400;8138.6400;8.4256;392.0000;0.045419;0.199994;0.003761;Healthy;WO711347;437.63
02-Jul-2026;  ENG-100 ;97;2026-01-05 01:00:00;642.3000;1584.9700;1397.7300;554.6300;2388.0200;9059.0300;47.3500;521.8400;2388.0300;8145.0800;8.4033;394.0000;0.028325;-0.685223;0.000622;Healthy;WO396772;2018.50
02-Jul-2026;  ENG-019 ;71;2026-01-03 23:00:00;641.9200;1579.5400;1401.5000;554.5800;2388.0400;9042.9900;47.3500;522.1600;2388.0400;8135.2400;8.3746;392.0000;0.001491;-1.051032;0.001726;Healthy;WO300793;1617.20
2026-07-02;ENG-056;86;2026-01-04 14:00:00;642.8900;1590.5600;1409.7700;552.7700;2388.1400;9048.2300;47.7700;520.7300;2388.1600;8119.9900;8.4460;395.0000;-0.063042;0.524577;0.005051;Warning;WO239013;11303.85
2026-07-02;eng-020;95;2026-01-04 23:00:00;642.7700;1583.1300;1404.4200;553.6000;2388.0800;9064.0500;47.4400;521.8900;2388.0100;8145.0800;8.4416;393.0000;0.062842;-0.438395;0.000573;Healthy;WO464169;2258.07
02-Jul-2026;eng-070;86;2026-01-04 14:00:00;642.7600;1583.7400;1410.6300;553.8700;2388.0800;9056.7900;47.5300;521.3000;2388.1200;8131.5100;8.4285;393.0000;0.042391;-0.085348;0.001973;healthy;WO676570;1211.03
2026-07-02;ENG-071;39;2026-01-02 15:00:00;642.3900;1586.7400;1397.5000;554.0700;2388.0700;9065.8100;47.3000;522.2800;2388.0400;8148.6600;8.3980;393.0000;0.036412;-0.842641;0.001638;Healthy;WO570355;2,481.96
2026-07-02;ENG-097;87;2026-01-04 15:00:00;642.3900;1581.7900;1403.0500;554.0200;2388.0400;9075.2400;47.2100;521.9700;2388.0100;8151.5800;8.4058;393.0000;0.057163;-0.868200;0.002277;Healthy;WO219473;1,411.02
02-Jul-2026;ENG-007;82;2026-01-04 10:00:00;642.2700;1587.8700;1400.4300;554.6700;2387.9600;9057.6200;47.2500;522.1100;2388.0000;8140.8500;8.3623;392.0000;0.017681;-1.025100;0.001691;Healthy;WO384473;2780.25
2026/07/02;ENG-070;75;2026-01-04 03:00:00;642.1800;1582.9800;1411.4800;553.5100;2388.0800;9054.4300;47.5000;521.6700;2388.1400;8132.9400;8.4388;391.0000;0.039583;-0.275335;0.001187;Healthy;WO698595;2499.53
2026/07/02;ENG-036;82;2026-01-04 10:00:00;643.2000;1594.1900;1406.9000;553.1700;2388.1600;9065.7800;47.5700;520.6600;2388.1700;8136.8600;8.4625;394.0000;-0.005475;0.513886;0.002121;HEALTHY;WO716076;987.24
02-Jul-2026;ENG-012;111;2026-01-05 15:00:00;642.4500;1587.9700;1400.4500;554.6200;2388.0100;9062.0100;47.4200;522.3500;2388.0000;8144.1400;8.3683;392.0000;0.037754;-1.017702;0.000772;Healthy;WO400547;1008.02
2026/07/02;ENG-033;22;2026-01-01 22:00:00;642.2700;1587.2700;1409.7100;552.3500;2388.0900;9062.2700;47.6800;521.2200;2388.1400;8141.7400;8.4386;393.0000;0.062077;0.117157;0.003863;Healthy;WO305552;2,219.33
2026/07/02;  ENG-068 ;112;2026-01-05 16:00:00;642.8900;1592.9000;1400.8500;553.7600;2388.0800;9053.8300;47.4900;521.8300;2388.1200;8139.7200;8.4488;394.0000;0.075751;-0.005388;0.002799;Healthy;WO235038;2201.28
02-Jul-2026;ENG-051;74;2026-01-04 02:00:00;643.0800;1584.5700;1409.3800;553.9100;2388.0600;9052.0300;47.4600;521.3500;2388.1000;8137.1500;8.4024;394.0000;0.032102;-0.320562;0.001777;Healthy;WO983770;1,177.60
2026-07-02;ENG-051;79;2026-01-04 07:00:00;642.0000;1584.3600;1410.7600;553.2700;2388.1200;9051.5800;47.6200;521.6900;2388.0500;8127.0100;8.4375;393.0000;0.044845;-0.264240;0.000150;Healthy;WO338473;2678.94
2026/07/02;eng-091;121;2026-01-06 01:00:00;642.1700;1596.8600;1416.6200;553.0700;2388.1500;9054.8100;47.6300;521.4500;2388.1300;8125.3400;8.4656;394.0000;-0.007166;0.331038;0.000814;Healthy;WO934906;141.61
02-Jul-2026;  ENG-080 ;88;2026-01-04 16:00:00;641.8300;1581.5500;1406.6600;553.6600;2387.9900;9060.2900;47.2500;521.5700;2388.0600;8141.8800;8.4546;393.0000;0.040267;-0.510400;0.001158;Healthy;WO966352;410.93
2026/07/02;ENG-036;74;2026-01-04 02:00:00;642.7300;1590.8600;1413.7200;552.6600;2388.1700;9065.4200;47.6400;520.8200;2388.0800;8143.4400;8.4400;394.0000;0.001103;0.555887;0.005718;HEALTHY;WO266606;1,100.86
2026-07-02;ENG-040;62;2026-01-03 14:00:00;642.8300;1591.9500;1415.3800;553.0500;2388.0700;9056.9600;47.4100;521.7800;2388.1400;8136.8900;8.4604;393.0000;0.061186;0.087944;0.002627;Healthy;WO204554;1,824.84
02-Jul-2026;ENG-091;82;2026-01-04 10:00:00;642.8200;1594.2100;1408.5900;552.9300;2388.1800;9052.3900;47.5600;521.1700;2388.1300;8129.2100;8.4590;393.0000;-0.002614;0.303938;0.003654;Healthy;WO248491;721.70
02-Jul-2026;ENG-058;96;2026-01-05 00:00:00;642.5800;1584.1000;1399.2200;554.1200;2388.0300;9050.5100;47.4100;521.8900;2388.0900;8135.9100;8.4073;393.0000;0.022348;-0.579343;0.002561;healthy;WO400255;291.74
2026/07/02;ENG-065;47;2026-01-02 23:00:00;641.7900;1586.0200;1398.4500;554.6400;2388.0200;9072.8500;47.1400;522.5600;2387.9600;8146.5400;8.4203;392.0000;0.039217;-2.617884;0.003782;Healthy;WO295430;405.01
2026-07-02;eng-023;56;2026-01-03 08:00:00;641.7800;1584.7800;1399.3100;554.8900;2388.0300;9049.6700;47.2000;522.1500;2387.9900;8134.3600;8.4101;393.0000;0.019604;-1.091154;0.002013;Healthy;WO861426;
2026/07/02;ENG-051;84;2026-01-04 12:00:00;642.4800;1590.7700;1406.2300;553.7900;2388.1000;9048.7900;47.3500;522.1400;2388.0500;8133.9000;8.4434;390.0000;0.031522;-0.547129;0.002335;Healthy;WO570225;832.83
2026-07-02;ENG-057;103;2026-01-05 07:00:00;642.5100;1589.8800;1403.4100;553.4000;2388.0900;9050.8600;47.4700;521.6500;2388.0300;8126.8600;8.4509;394.0000;0.048997;-0.099235;0.001912;Healthy;WO891294;582.60
2026-07-02;ENG-056;73;2026-01-04 01:00:00;642.7200;1584.2200;1412.5200;552.9800;2388.1800;9048.1400;47.5700;521.3300;2388.1600;8129.4700;8.4086;394.0000;-0.024619;0.207854;0.002109;Healthy;WO921660;352.28
2026/07/02;ENG-057;58;2026-01-03 10:00:00;642.9900;1592.3200;1400.0100;554.4700;2388.0500;9044.6900;47.4000;522.0800;2388.0600;8133.7300;8.4255;393.0000;-0.009774;-2.697557;0.004980;Healthy;WO571967;2,974.44
2026/07/02;  ENG-049 ;197;2026-01-09 05:00:00;642.5600;1586.1600;1399.3800;553.6000;2388.0800;9058.0400;47.3900;521.7600;2388.0600;8141.3900;8.4236;392.0000;0.042819;-0.505352;0.001315;Healthy;WO367926;2974.55
2026/07/02;ENG-003;47;2026-01-02 23:00:00;642.6300;1587.0500;1407.7900;553.6000;2388.1400;9051.6900;47.5600;520.8100;2388.1100;8137.4400;8.4516;394.0000;0.009687;0.103155;0.001604;Healthy;WO702278;2,841.63
02-Jul-2026;ENG-041;51;2026-01-03 03:00:00;642.4100;1586.0400;1395.5900;553.7900;2388.0200;9052.7200;47.2900;522.2800;2388.0200;8132.0100;8.4265;390.0000;0.046640;-1.049658;0.001922;Healthy;WO909444;1,475.19
2026/07/02;ENG-036;81;2026-01-04 09:00:00;642.8900;1593.7200;1408.7100;552.6500;2388.1600;9063.5900;47.7400;520.4500;2388.1400;8143.0900;8.4692;394.0000;0.006376;0.562248;0.002847;HEALTHY;WO876397;
2026/07/02;ENG-064;98;2026-01-05 02:00:00;642.6500;1592.3500;1401.4300;553.3000;2388.0500;9063.5900;47.4700;521.1900;2388.0400;8145.1100;8.4362;394.0000;0.080624;-0.100325;0.001606;Healthy;WO217041;1723.03
02-Jul-2026;ENG-038;71;2026-01-03 23:00:00;643.1200;1595.4000;1413.2200;552.7500;2388.1400;9062.0400;47.5900;521.1700;2388.1300;8138.8300;8.4485;395.0000;0.007422;0.523109;0.002762;Healthy;WO621489;107.34
02-Jul-2026;ENG-018;58;2026-01-03 10:00:00;642.1300;1581.6100;1399.5200;554.7000;2387.9700;9062.9000;47.5700;521.8700;2388.0400;8143.8900;8.4012;392.0000;0.016785;-0.951123;0.002184;Healthy;WO157334;2661.00
02-Jul-2026;eng-029;113;2026-01-05 17:00:00;642.1900;1580.9000;1405.8400;553.6200;2388.0500;9057.7500;47.2900;521.8500;2388.0700;8148.8700;8.4000;391.0000;0.030116;-0.736546;0.001656;healthy;WO553170;521.94
02-Jul-2026;ENG-012;119;2026-01-05 23:00:00;641.9600;1587.0900;1398.0200;552.8200;2387.9700;9063.5300;47.2300;522.1400;2388.0400;8138.2400;8.4049;392.0000;-0.031622;-2.571513;0.003967;healthy;WO547292;1112.74
2026-07-02;  ENG-030 ;79;2026-01-04 07:00:00;642.7800;1589.9500;1405.8100;554.3500;2388.1600;9045.2600;47.4100;521.7600;2388.1000;8127.0200;8.4263;391.0000;0.011463;-0.399133;0.007464;Healthy;WO697704;140.76
2026/07/02;ENG-076;73;2026-01-04 01:00:00;642.0200;1587.4600;1399.8300;553.7800;2388.0500;9059.8100;47.0700;522.5200;2388.0100;8150.1100;8.4210;392.0000;0.050368;-0.987293;0.001444;Healthy;WO155343;576.87
02-Jul-2026;ENG-067;31;2026-01-02 07:00:00;642.0300;1587.3600;1404.5100;553.5100;2388.0700;9064.3500;47.3600;521.6400;2388.0500;8144.5000;8.4314;391.0000;0.044711;-0.597440;0.001245;Healthy;WO219691;193.10
02-Jul-2026;  ENG-052 ;93;2026-01-04 21:00:00;641.7000;1576.8700;1401.8900;554.4100;2388.0300;9069.4900;47.1900;522.2000;2388.0000;8143.2500;8.3861;391.0000;0.027005;-1.177960;0.001337;Healthy;WO579479;1878.35
2026/07/02;ENG-004;38;2026-01-02 14:00:00;642.9100;1589.0700;1407.8500;553.5100;2388.0200;9051.8800;47.4100;521.2500;2388.1400;8132.5300;8.4293;390.0000;0.048659;-0.064111;0.001390;Healthy;WO800173;1,856.50
2026-07-02;ENG-032;68;2026-01-03 20:00:00;642.3100;1577.5300;1403.1900;554.3400;2388.0300;9071.5400;47.2200;521.8600;2387.9600;8150.8200;8.3841;391.0000;0.043240;-1.067383;0.001092;Healthy;WO367325;563.59
2026-07-02;ENG-062;152;2026-01-07 08:00:00;642.1600;1578.9100;1397.3500;553.8400;2388.0600;9067.7500;47.4100;522.0400;2388.0200;8151.4200;8.4244;391.0000;0.048098;-0.965257;0.001171;Healthy;WO227280;2,749.66
02-Jul-2026;ENG-061;79;2026-01-04 07:00:00;642.3200;1590.2500;1399.7600;555.3800;2388.0600;9066.1200;47.1200;521.7900;2388.0500;8145.4700;8.4290;391.0000;0.017520;-0.966722;0.002561;Healthy;WO171329;1990.25
2026/07/02;ENG-062;106;2026-01-05 10:00:00;642.4900;1588.7100;1405.5600;554.0700;2388.0300;9058.3400;47.2200;522.2800;2387.9800;8140.5800;8.4118;393.0000;0.036143;-0.815663;0.000691;Healthy;WO564768;
02-Jul-2026;ENG-035;69;2026-01-03 21:00:00;642.7900;1586.8800;1415.9900;554.0200;2388.1400;9053.5100;47.5400;521.0900;2388.1100;8128.1100;8.4629;392.0000;-0.009775;0.128173;0.000901;Healthy;WO343136;1,153.10
2026/07/02;ENG-039;20;2026-01-01 20:00:00;641.5900;1583.6500;1399.1600;554.7500;2388.0500;9059.5100;47.2800;522.7000;2388.0200;8142.6100;8.4062;391.0000;0.040970;-1.218052;0.000846;HEALTHY;WO210907;840.09
2026-07-02;ENG-013;105;2026-01-05 09:00:00;642.0300;1592.1600;1398.1100;554.6500;2388.0400;9073.1900;47.1900;522.0900;2388.0700;8143.3900;8.3780;392.0000;0.015259;-1.025434;0.001245;Healthy;WO973623;1896.24
2026/07/02;eng-011;30;2026-01-02 06:00:00;642.4800;1592.1400;1412.5200;553.3200;2388.1400;9037.6300;47.5600;521.0000;2388.1600;8120.4700;8.4217;393.0000;-0.044471;0.171242;0.004372;Healthy;WO618945;2605.68
02-Jul-2026;eng-040;64;2026-01-03 16:00:00;642.3900;1590.5500;1408.1300;552.2900;2388.1300;9060.1100;47.5800;520.8200;2388.1000;8134.3300;8.4362;394.0000;0.016355;0.240652;0.000532;Warning;WO787768;8,523.66
2026-07-02;ENG-068;78;2026-01-04 06:00:00;642.5700;1587.1500;1405.3500;554.0400;2388.0800;9053.2900;47.2300;521.3500;2388.0500;8139.5300;8.4050;392.0000;0.022287;-0.489298;0.002323;Healthy;WO765097;1211.59
02-Jul-2026;ENG-076;125;2026-01-06 05:00:00;642.3500;1583.4800;1405.8600;553.8800;2388.1000;9070.6400;47.4800;521.3500;2388.0600;8144.9100;8.4326;393.0000;0.064396;-0.230650;0.002761;healthy;WO187563;2,550.72
02-Jul-2026;ENG-082;74;2026-01-04 02:00:00;642.2300;1587.3100;1411.6800;554.5300;2388.0200;9067.2500;47.4000;522.0000;2388.0300;8143.8400;8.4069;392.0000;0.042796;-0.730442;0.001119;Healthy;WO887746;1,415.96
2026-07-02;  ENG-062 ;97;2026-01-05 01:00:00;641.8100;1594.4600;1395.0700;554.6700;2387.9600;9062.7800;47.2400;522.5700;2388.0000;8142.9700;8.3797;392.0000;0.053688;-1.225889;0.001292;Healthy;WO259564;2635.14
2026-07-02;ENG-002;30;2026-01-02 06:00:00;642.7500;1583.7800;1409.9700;553.5800;2388.1200;9043.5700;47.4900;521.7400;2388.1100;8132.5800;8.4629;393.0000;0.030073;-0.091514;0.003119;Healthy;WO546386;1978.72
02-Jul-2026;ENG-071;32;2026-01-02 08:00:00;641.8600;1588.8000;1403.6300;554.1900;2388.0600;9064.6500;47.4000;522.3100;2388.0500;8144.5900;8.3842;393.0000;0.030317;-0.891477;0.002686;Healthy;WO920969;1150.64
2026/07/02;  ENG-021 ;88;2026-01-04 16:00:00;641.7700;1586.4700;1401.1800;554.4000;2388.0200;9055.1000;47.4200;521.9800;2387.9700;8138.7000;8.4250;393.0000;0.015893;-0.894594;0.002762;healthy;WO646001;820.16
2026/07/02;ENG-061;77;2026-01-04 05:00:00;641.6900;1587.2500;1402.2700;554.6700;2388.0800;9069.0700;47.1100;522.0900;2388.0100;8146.6400;8.3947;391.0000;0.025389;-1.012052;0.000598;Healthy;WO302033;435.46
02-Jul-2026;  ENG-076 ;70;2026-01-03 22:00:00;641.9800;1580.5400;1407.7200;554.3700;2388.0200;9062.3700;47.2600;522.0200;2388.0100;8144.0800;8.4020;393.0000;0.017782;-0.970094;0.001424;Healthy;WO834416;913.48
2026/07/02;  ENG-012 ;78;2026-01-04 06:00:00;642.2700;1584.7000;1395.5900;554.2700;2388.0400;9057.3800;47.3800;522.1900;2388.0500;8142.4400;8.4220;392.0000;-0.017915;-2.656130;0.001827;healthy;WO181582;2309.36
02-Jul-2026;ENG-001;14;2026-01-01 14:00:00;642.2300;1583.1600;1402.8800;554.6600;2388.0300;9045.3000;47.2400;521.9500;2388.0600;8130.3000;8.4293;392.0000;-0.005927;-0.964951;0.004229;Healthy;WO406299;1830.72
02-Jul-2026;ENG-010;98;2026-01-05 02:00:00;642.3600;1589.0200;1407.5500;554.3300;2388.0600;9062.0400;47.4500;522.0200;2388.0700;8140.4900;8.4172;392.0000;0.039212;-0.646133;0.000244;Healthy;WO202004;1,595.73
2026/07/02;eng-096;43;2026-01-02 19:00:00;641.6200;1583.6300;1412.2400;554.8900;2387.9900;9075.0100;47.1800;522.3800;2388.0000;8147.6500;8.4295;392.0000;0.032699;-1.032367;0.002100;Healthy;WO421682;2610.62
02-Jul-2026;eng-010;84;2026-01-04 12:00:00;641.6300;1590.0000;1402.0000;553.6300;2388.0200;9059.9800;47.1500;522.3600;2388.0000;8144.4800;8.3805;393.0000;0.037155;-1.094203;0.000598;Healthy;WO799094;2806.21
02-Jul-2026;ENG-083;30;2026-01-02 06:00:00;642.2800;1580.2100;1398.8800;554.1700;2388.0600;9056.5900;47.3600;522.1900;2388.0500;8138.4600;8.4039;393.0000;0.014906;-0.941720;0.000772;Healthy;WO162868;1,021.29
2026-07-02;  ENG-017 ;57;2026-01-03 09:00:00;642.2700;1583.9900;1406.9900;554.7100;2388.0400;9076.8200;47.2200;522.4800;2388.0400;8149.6900;8.4036;391.0000;0.031820;-0.990124;0.001036;Healthy;WO640304;2882.43
2026/07/02;ENG-027;49;2026-01-03 01:00:00;642.4100;1588.1100;1404.8200;554.3300;2388.0000;9051.1200;47.3100;522.0700;2388.0600;8132.7900;8.4226;391.0000;0.021442;-0.986686;;Healthy;WO593799;2834.86
2026/07/02;ENG-068;98;2026-01-05 02:00:00;642.4800;1589.4600;1403.1800;553.8900;2388.0900;9059.6000;47.3700;521.0600;2388.1000;8141.7400;8.4134;392.0000;0.042235;-0.335082;0.002233;Healthy;WO826586;979.55
2026/07/02;ENG-039;14;2026-01-01 14:00:00;642.2400;1587.5300;1401.2700;554.8800;2388.0600;9062.6500;47.2800;521.5800;2388.0700;8140.8400;8.4179;392.0000;0.012916;-0.765934;0.000244;Healthy;WO919125;2,841.65
2026-07-02;eng-037;62;2026-01-03 14:00:00;642.3100;1586.1300;1402.6500;553.6100;2388.0600;9058.7000;47.2300;522.6500;2388.0300;8137.4100;8.4045;391.0000;0.033761;-0.982675;0.002740;Healthy;WO959870;2295.00
2026/07/02;ENG-008;106;2026-01-05 10:00:00;642.5400;1584.3100;1413.5700;553.4100;2388.0900;9054.2300;47.5400;521.2000;2388.0700;8127.1000;8.4001;394.0000;0.035906;-0.200774;0.001115;Healthy;WO963710;1803.90
2026-07-02;ENG-017;81;2026-01-04 09:00:00;642.3300;1581.7900;1401.3800;555.2000;2387.9900;9076.8500;47.3100;522.5800;2387.9500;8150.8000;8.3896;392.0000;0.060613;-1.129807;0.001292;Healthy;WO530808;757.57
2026/07/02;ENG-074;73;2026-01-04 01:00:00;642.5700;1593.7800;1405.6300;553.7600;2388.1100;9059.7000;47.3400;521.1700;2388.0600;8138.1400;8.4110;393.0000;0.056525;-0.065901;0.001098;Healthy;WO391710;2,556.07
2026-07-02;ENG-034;82;2026-01-04 10:00:00;642.3300;1584.3200;1400.8400;554.0900;2387.9900;9061.8100;47.3200;522.3900;2387.9800;8137.1400;8.3907;392.0000;0.026116;-2.616644;0.003010;HEALTHY;WO301644;1,543.69
2026-07-02;  ENG-092 ;96;2026-01-05 00:00:00;643.3900;1592.2000;1415.3100;553.0400;2388.2200;9044.4400;47.6700;520.8800;2388.1200;8120.2100;8.4646;393.0000;-0.091145;0.623272;0.006234;Warning;WO181545;12,901.82
2026/07/02;ENG-072;60;2026-01-03 12:00:00;642.5000;1587.8200;1394.5000;553.2400;2388.0000;9062.1300;47.3700;522.3700;2388.0600;8138.7800;8.4302;392.0000;0.047244;-0.738952;0.000646;Healthy;WO218896;1724.77
2026/07/02;ENG-083;40;2026-01-02 16:00:00;642.4700;1581.2300;1403.4800;554.6900;2388.0300;9051.6900;47.4100;522.1200;2388.0100;8138.2300;8.3944;390.0000;0.020957;-0.987343;0.001744;Healthy;WO818470;255.14
02-Jul-2026;ENG-061;105;2026-01-05 09:00:00;642.4300;1585.2200;1400.6100;554.2200;2388.0700;9063.1200;47.5000;522.3600;2388.0900;8145.6500;8.4314;392.0000;0.045289;-0.638273;0.000880;Healthy;WO294051;1347.54
2026/07/02;  ENG-068 ;82;2026-01-04 10:00:00;642.1400;1583.7900;1405.2800;553.5500;2388.0700;9061.9500;47.4100;521.3300;2388.0300;8139.4000;8.4149;393.0000;0.038506;-0.510665;0.002810;Healthy;WO186946;1610.23
2026-07-02;ENG-010;88;2026-01-04 16:00:00;642.3000;1586.0100;1398.7600;554.4500;2387.9500;9060.7200;47.2200;523.0100;2388.0200;8142.9900;8.4442;393.0000;0.046755;-1.046140;0.000846;healthy;WO758697;994.46
2026-07-02;  ENG-031 ;120;2026-01-06 00:00:00;642.3800;1590.0000;1409.9000;554.1800;2388.0600;9073.4600;47.4600;522.0400;2388.0800;8151.0800;8.4195;393.0000;0.069532;-0.368387;0.002487;Healthy;WO620293;2,834.25
02-Jul-2026;  ENG-013 ;98;2026-01-05 02:00:00;641.9700;1585.5700;1403.8300;554.8300;2387.9600;9059.6300;47.2700;522.2200;2388.0600;8140.4200;8.4052;391.0000;0.025449;-1.169227;0.003069;Healthy;WO990508;1,888.65
2026/07/02;ENG-031;121;2026-01-06 01:00:00;642.8300;1592.0300;1399.9800;554.0600;2388.0500;9072.9100;47.6900;521.7000;2388.0600;8152.7500;8.4472;394.0000;0.108462;-0.004108;0.001764;Healthy;WO350345;867.60
2026/07/02;ENG-082;99;2026-01-05 03:00:00;642.8700;1585.6800;1409.8600;554.0200;2388.1200;9065.2300;47.5400;521.8700;2388.0700;8143.6000;8.4549;394.0000;0.065303;-0.159730;;Healthy;WO716886;1,107.51
02-Jul-2026;ENG-063;69;2026-01-03 21:00:00;642.4700;1585.9600;1409.3700;553.1500;2388.1400;9052.2300;47.5900;521.3700;2388.0800;8128.6400;8.4385;393.0000;0.023091;-0.059279;0.001143;Healthy;WO742942;719.52
2026-07-02;ENG-007;83;2026-01-04 11:00:00;642.4900;1585.9700;1397.4600;554.6300;2388.0400;9057.8200;47.3700;522.0600;2388.0200;8144.4400;8.4057;391.0000;0.034001;-0.983311;0.002537;Healthy;WO672234;418.70
2026/07/02;ENG-041;78;2026-01-04 06:00:00;642.4800;1583.6600;1403.9300;554.0700;2388.0700;9050.5800;47.5500;521.6600;2388.1300;8123.8500;8.4243;393.0000;0.024855;-0.260082;0.003041;Healthy;WO694982;2330.38
2026-07-02;ENG-092;74;2026-01-04 02:00:00;642.6900;1593.7400;1408.3800;553.4700;2388.1200;9041.0700;47.5500;521.2600;2388.1900;8120.6200;8.4544;393.0000;-0.044999;0.344364;0.002151;Healthy;WO912712;2889.60
2026/07/02;eng-035;118;2026-01-05 22:00:00;642.5200;1594.6700;1413.2200;552.7200;2388.1600;9059.6600;47.5800;521.0700;2388.1300;8131.3700;8.4941;394.0000;-0.001405;0.468764;0.001303;Warning;WO104879;23799.00
02-Jul-2026;ENG-054;43;2026-01-02 19:00:00;641.8200;1580.0800;1399.5200;554.6200;2388.0100;9054.3400;47.1100;523.1400;2387.9700;8142.5000;8.3875;389.0000;0.094345;-1.374883;0.009271;healthy;WO736334;1700.95
2026-07-02;eng-067;32;2026-01-02 08:00:00;642.2800;1583.3300;1403.8000;554.3800;2388.0900;9064.0700;47.3000;521.7100;2388.0900;8138.9300;8.4230;393.0000;0.016276;-0.672763;0.001092;Healthy;WO502200;849.14
02-Jul-2026;ENG-040;76;2026-01-04 04:00:00;642.9200;1593.1900;1415.4200;552.6400;2388.1500;9060.0500;47.5200;521.4500;2388.1300;8140.2600;8.4429;394.0000;0.015593;0.436429;0.002448;Warning;WO508789;
02-Jul-2026;ENG-005;59;2026-01-03 11:00:00;642.6400;1594.9300;1401.5400;554.2200;2388.1600;9055.1500;47.5700;520.9100;2388.0800;8132.7200;8.4174;394.0000;0.034142;-0.080252;0.002963;Healthy;WO704161;1192.26
2026-07-02;ENG-024;71;2026-01-03 23:00:00;642.1600;1590.2600;1399.9900;554.1000;2388.0000;9070.8500;47.2300;522.0400;2387.9500;8152.6300;8.4134;391.0000;0.066469;-0.990289;0.002940;Healthy;WO811371;427.32
2026/07/02;ENG-003;76;2026-01-04 04:00:00;642.2700;1587.9200;1400.9400;552.5700;2388.0800;9050.2400;47.6700;521.1600;2388.0900;8133.8300;8.4511;395.0000;0.022936;0.200769;0.001382;healthy;WO770916;540.25
2026-07-02;ENG-024;116;2026-01-05 20:00:00;642.4200;1596.3800;1405.3500;553.8600;2388.0200;9076.0800;47.2800;522.2200;2387.9800;8158.4900;8.4119;391.0000;0.078089;-0.763787;0.011683;Healthy;WO727749;
02-Jul-2026;ENG-063;60;2026-01-03 12:00:00;642.8200;1587.8600;1407.5200;553.2000;2388.0500;9053.2100;47.5000;521.5000;2388.0700;8130.9800;8.4427;393.0000;0.064709;-0.088764;0.001730;healthy;WO852941;883.61
2026/07/02;ENG-093;115;2026-01-05 19:00:00;642.7200;1591.6300;1407.2800;553.0000;2388.0700;9059.2600;47.6000;521.4700;2388.1700;8135.4000;8.4675;395.0000;0.037965;0.215464;0.003012;Healthy;WO835373;885.55
02-Jul-2026;ENG-063;53;2026-01-03 05:00:00;642.6700;1589.8300;1406.0100;552.6700;2388.0500;9046.9500;47.3600;521.3400;2388.0700;8131.6200;8.4216;393.0000;0.045413;-0.179790;0.000959;healthy;WO694039;159.26
2026/07/02;ENG-071;30;2026-01-02 06:00:00;642.3900;1575.1600;1406.9500;554.9100;2387.9800;9062.8300;47.4300;521.5700;2387.9800;8150.9500;8.4140;391.0000;0.030994;-1.035229;0.000488;Healthy;WO628825;2,237.67
2026-07-02;eng-093;122;2026-01-06 02:00:00;643.0900;1585.8800;1406.0500;553.3700;2388.1200;9066.1700;47.5400;521.2200;2388.1000;8135.7200;8.4451;394.0000;0.034297;0.185267;0.002889;Healthy;WO418955;404.06
02-Jul-2026;eng-056;82;2026-01-04 10:00:00;642.6700;1591.2300;1407.4500;552.7100;2388.1800;9042.9600;47.6900;520.6900;2388.1700;8123.5800;8.4712;393.0000;-0.047520;0.337000;0.001577;healthy;WO523213;1,545.91
02-Jul-2026;  ENG-050 ;26;2026-01-02 02:00:00;642.1000;1583.6100;1407.7200;553.8500;2388.1000;9063.8900;47.4100;521.7500;2388.0200;8138.0200;8.4177;390.0000;0.023593;-0.727429;0.000423;Healthy;WO307731;682.71
02-Jul-2026;ENG-012;85;2026-01-04 13:00:00;642.3200;1589.8300;1398.9700;555.1700;2387.9900;9055.5500;47.4200;521.6700;2388.0500;8139.9300;8.3927;392.0000;0.012982;-1.063551;0.002607;healthy;WO899444;2014.34
2026/07/02;ENG-097;89;2026-01-04 17:00:00;642.3800;1589.2200;1399.0400;554.5400;2388.0200;9076.2700;47.3500;522.3300;2388.0200;8150.0900;8.3998;391.0000;0.053862;-1.028653;;Healthy;WO884551;2293.12
2026-07-02;ENG-092;55;2026-01-03 07:00:00;642.6100;1591.3000;1410.9400;553.1800;2388.1000;9042.0400;47.5300;521.3100;2388.1100;8117.3800;8.4666;394.0000;-0.029199;0.221484;0.001657;HEALTHY;WO488086;1,721.43
02-Jul-2026;ENG-038;64;2026-01-03 16:00:00;642.7400;1591.0800;1415.7300;553.0100;2388.1500;9058.6800;47.6100;521.4800;2388.1200;8133.3200;8.4676;394.0000;0.002285;0.372580;0.004566;Healthy;WO735664;
